,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00114703,70,10,25,5,7,1,9,1,1,8,3,-,-,-,2
S00114704,84,9,25,1,5,5,9,4,10,15,1,-,2,2,3
S00114705,114,12,24,11,10,2,5,21,10,11,8,1,-,1,7
S00114706,126,16,41,5,12,-,7,26,10,8,1,3,3,3,2
S00114707,73,7,15,4,4,2,6,17,9,5,4,2,-,-,2
S00114708,61,6,20,4,3,5,3,2,12,5,1,-,-,1,-
S00114709,64,9,10,11,5,3,2,5,11,4,4,-,1,-,2
S00114710,111,8,44,12,3,7,10,5,8,11,3,1,-,1,1
S00114711,124,20,29,7,9,12,7,12,15,4,9,-,2,1,6
S00114712,61,8,14,6,2,4,6,7,4,5,5,-,1,-,1
S00114713,79,9,32,5,1,9,5,3,5,1,9,-,-,-,1
S00114714,117,12,36,10,7,3,11,13,12,6,7,3,1,2,2
S00114715,117,13,37,8,15,12,2,14,5,6,5,2,2,3,6
S00114716,104,10,31,5,13,4,3,18,6,6,8,3,3,2,4
S00114717,102,5,49,9,11,6,2,5,5,5,5,2,3,4,-
S00114718,88,10,17,10,9,7,5,10,15,3,2,1,1,1,2
S00114719,73,8,22,4,3,6,3,11,10,2,4,2,1,1,-
S00114720,74,7,38,5,5,4,2,3,4,4,2,2,-,1,3
S00114721,70,8,16,3,10,6,3,13,3,3,5,1,3,2,-
S00114722,88,11,43,6,3,4,8,1,5,2,5,1,-,-,1
S00114723,86,6,34,3,7,3,7,11,7,4,4,2,2,-,3
S00114724,86,8,43,5,6,1,3,4,3,7,6,-,-,-,1
S00114725,93,3,48,8,7,9,5,1,-,7,5,1,2,-,2
S00114726,68,6,39,5,6,2,2,-,5,1,2,2,-,-,3
S00114727,52,3,22,3,8,5,2,3,-,4,2,-,2,1,6
S00114728,72,12,32,8,7,4,2,3,2,2,-,2,1,-,1
S00114729,99,9,50,4,2,7,8,3,4,4,8,1,-,1,-
S00114730,58,3,24,1,5,3,3,13,-,5,1,1,3,-,4
S00114731,66,5,35,4,3,2,2,14,1,-,-,-,1,-,1
S00114732,58,-,24,5,6,1,-,16,1,4,1,3,1,3,3
S00114733,94,12,42,11,4,7,5,7,1,4,1,-,1,-,2
S00114734,75,4,38,5,5,8,4,3,-,7,1,-,1,-,2
S00114735,77,6,38,9,3,6,4,3,4,2,2,1,1,-,1
S00114736,58,2,35,1,-,1,5,7,1,6,-,-,-,-,-
S00114737,54,6,37,2,3,1,3,-,1,1,-,-,1,-,2
S00114738,49,3,27,5,1,5,1,1,1,1,4,-,-,-,1
S00114739,126,13,54,12,10,8,8,10,8,3,-,-,1,1,4
S00114740,104,6,22,6,10,6,3,38,7,4,2,-,1,2,4
S00114741,80,16,33,7,6,4,-,7,4,3,-,2,-,-,-
S00114742,84,4,51,11,1,3,3,4,6,-,1,-,-,-,1
S00114743,64,9,29,7,1,6,5,1,1,4,1,-,-,-,1
S00114744,116,9,60,9,11,7,5,7,5,1,2,2,1,1,4
S00114745,105,8,60,10,11,2,5,-,2,4,3,1,2,-,7
S00114746,99,4,36,13,19,1,5,-,4,6,11,6,2,5,5
S00114747,81,7,35,15,3,4,5,5,3,1,3,2,-,-,1
S00114748,115,16,56,18,3,4,12,1,2,3,-,-,1,-,1
S00114749,62,6,33,3,1,3,4,5,-,7,-,-,-,-,-
S00114750,65,5,43,4,1,-,3,1,-,6,2,-,1,-,-
S00114751,69,7,44,5,2,1,3,2,3,2,-,-,-,-,1
S00114752,112,13,52,5,10,4,16,4,3,4,1,1,2,3,6
S00114753,108,10,62,6,6,7,1,2,1,11,2,-,2,-,2
S00114754,68,4,41,2,7,4,-,2,1,6,1,-,1,-,3
S00114755,79,8,26,8,3,5,7,5,5,7,5,-,1,-,1
S00114756,68,11,41,5,1,2,4,1,1,2,-,-,-,-,1
S00114757,72,4,43,5,2,6,3,1,4,4,-,1,-,1,-
S00114758,56,6,30,2,2,2,5,3,-,6,-,-,2,-,2
S00114759,86,6,57,5,6,3,2,3,2,2,-,1,1,1,2
S00114760,61,9,32,6,7,1,1,3,-,2,-,2,-,2,3
S00114761,48,6,28,6,1,1,1,2,2,1,-,-,-,-,1
S00114762,109,13,80,6,1,-,3,1,4,1,-,-,-,-,-
S00114763,72,8,48,4,3,2,3,3,1,-,-,1,-,1,2
S00114764,88,7,44,17,2,2,5,5,1,4,1,-,2,-,1
S00114765,131,15,80,10,5,3,9,2,6,-,1,-,1,-,1
S00114766,114,15,73,8,8,1,7,-,1,-,1,-,3,-,6
S00114767,57,3,42,3,2,3,-,1,-,2,1,-,-,-,-
S00114768,63,6,27,1,3,2,8,6,5,5,-,-,2,-,3
S00114769,79,4,47,3,3,1,14,2,1,2,2,-,2,1,1
S00114770,52,4,26,5,2,1,6,1,2,5,-,1,-,-,2
S00114771,58,3,30,3,2,1,9,5,4,1,-,1,-,1,-
S00114772,78,5,52,6,3,1,5,1,4,1,-,1,-,-,3
S00114773,46,2,29,1,1,1,3,1,1,6,1,-,-,-,-
S00114774,90,11,61,5,5,1,-,-,2,4,1,1,-,1,3
S00114775,102,4,63,6,7,-,8,3,4,2,5,1,2,1,3
S00114776,65,5,43,4,-,4,4,2,2,1,-,-,-,-,-
S00114777,87,4,48,2,4,8,4,7,1,6,3,-,1,-,-
S00114778,13,1,2,-,-,-,8,-,-,-,2,-,-,-,-
S00114779,139,20,57,18,8,10,19,4,2,1,-,2,2,1,2
S00114780,118,13,53,13,1,3,5,12,9,4,5,-,-,-,1
S00114781,99,7,68,5,4,6,4,3,-,2,-,-,4,-,3
S00114782,87,5,51,11,4,3,4,5,2,1,1,1,-,-,2
S00114783,157,9,76,16,6,9,10,23,5,1,2,2,-,-,1
S00114784,97,8,39,5,7,6,5,7,7,10,3,1,-,1,4
S00114785,65,5,39,2,2,4,6,3,2,1,1,-,1,-,-
S00114786,101,7,65,4,4,2,9,4,3,2,1,-,-,-,3
S00114787,64,3,41,7,2,2,5,1,-,-,3,-,-,-,-
S00114788,55,2,39,2,-,6,-,2,-,3,1,-,-,-,-
S00114789,67,5,46,2,3,2,4,2,1,2,-,-,-,-,2
S00114790,66,5,52,4,1,1,2,-,1,-,-,1,-,-,-
S00114791,112,10,68,11,6,3,3,2,3,3,3,2,-,-,3
S00114792,81,7,49,5,4,4,3,2,4,3,-,2,-,2,1
S00114793,49,2,30,2,2,1,1,7,2,2,-,-,-,-,-
S00114794,113,22,51,11,7,2,5,10,3,-,2,-,2,-,3
S00114795,115,9,60,16,3,8,10,2,5,2,-,1,-,-,1
S00114796,127,10,71,14,9,3,10,-,3,3,4,5,-,2,2
S00114797,117,18,52,16,3,7,5,5,5,4,2,1,-,-,1
S00114798,59,4,20,4,6,1,8,4,3,6,3,1,1,2,4
S00114799,107,11,43,9,7,6,14,9,3,3,2,3,-,1,3
S00114800,79,8,43,9,3,2,7,3,1,2,1,1,-,3,-
S00114801,66,7,19,7,6,2,12,5,3,4,1,3,1,2,-
S00114802,99,11,42,5,6,10,13,5,2,5,-,1,2,-,2
S00114803,85,8,58,5,5,1,1,-,1,5,1,2,-,-,1
S00114804,82,6,24,5,6,3,18,4,3,9,4,-,-,-,2
S00114805,92,10,56,1,10,2,7,1,-,5,-,3,1,-,2
S00114806,70,4,47,3,6,5,1,-,-,4,-,-,-,-,1
S00114807,71,4,18,3,8,-,26,-,3,9,-,-,2,-,3
S00114808,47,5,4,1,5,-,19,1,-,7,5,1,3,-,3
S00114809,63,6,41,-,2,6,-,1,1,4,2,-,1,-,2
S00114810,79,15,28,-,5,-,22,-,2,6,1,1,2,1,-
S00114811,48,6,27,1,1,1,6,3,-,3,-,-,-,-,-
S00114812,91,14,23,7,5,4,19,3,5,10,1,1,-,-,2
S00114813,104,14,35,7,3,5,17,7,3,10,3,1,-,-,1
S00114814,54,7,24,1,2,-,12,1,1,5,1,1,1,-,1
S00114815,94,11,45,2,3,6,11,8,4,4,-,1,1,1,-
S00114816,105,10,37,4,6,4,27,3,5,8,1,2,3,1,4
S00114817,104,16,44,6,9,2,12,5,1,7,2,2,4,3,3
S00114818,122,18,47,2,4,5,19,10,6,8,3,1,1,1,-
S00114819,101,9,28,3,13,2,17,6,4,19,-,4,1,-,8
S00114820,63,6,25,2,6,-,9,5,1,8,1,1,1,-,4
S00114821,81,17,24,2,5,1,11,7,3,9,2,3,-,1,3
S00114822,124,21,40,3,17,2,20,9,4,7,1,9,2,6,9
S00114823,77,13,23,3,5,2,9,2,3,13,4,-,2,1,3
S00114824,53,7,12,1,2,2,7,10,-,9,3,-,-,-,2
S00114825,60,4,23,-,2,-,26,-,3,2,-,1,-,-,-
S00114826,76,9,46,3,4,1,4,2,2,2,3,1,1,-,1
S00114827,128,21,57,5,6,6,14,9,4,4,2,2,-,1,-
S00114828,47,6,30,-,1,1,2,1,2,1,3,-,-,-,-
S00114829,32,1,10,-,1,-,12,3,3,2,-,-,-,-,-
S00114830,53,5,14,2,5,1,7,-,2,10,7,-,-,-,5
S00114831,106,20,28,6,7,11,16,3,2,13,-,3,-,1,4
S00114832,90,15,24,1,1,7,25,2,2,11,2,-,-,-,1
S00114833,86,13,31,4,-,4,20,2,3,9,-,-,-,-,-
S00114834,90,17,26,1,17,-,11,3,2,11,2,6,2,3,10
S00114835,63,5,13,-,2,4,16,-,3,18,2,-,-,-,1
S00114836,53,3,13,2,7,-,14,2,1,10,1,3,1,1,4
S00114837,85,8,14,3,11,8,3,14,12,8,4,4,3,2,4
S00114838,64,7,13,7,7,4,8,2,1,13,2,4,3,2,1
S00114839,41,1,9,1,1,-,20,-,-,7,2,-,-,-,1
S00114840,48,6,5,3,2,-,19,-,-,9,4,-,2,-,2
S00114841,46,4,10,-,5,1,15,1,1,8,1,1,1,-,3
S00114842,74,8,21,5,6,2,11,6,6,7,2,2,1,3,1
S00114843,60,6,10,2,3,1,1,2,4,21,10,2,-,-,3
S00114844,95,13,39,6,5,5,15,3,3,6,-,1,1,1,2
S00114845,77,9,38,6,9,-,11,1,1,1,1,2,2,1,4
S00114846,78,7,17,6,3,1,21,7,8,6,2,1,-,-,3
S00114847,65,8,20,4,-,3,21,3,1,4,1,-,-,-,-
S00114848,72,3,19,15,3,2,10,11,4,4,1,1,1,1,2
S00114849,47,5,14,4,2,2,13,3,1,2,1,1,-,-,1
S00114850,156,21,69,12,7,6,18,12,2,5,4,1,3,1,2
S00114851,140,16,47,8,10,7,26,5,3,13,5,3,2,5,3
S00114852,104,16,29,7,5,4,14,7,7,10,5,2,-,1,2
S00114853,58,9,23,1,3,2,9,5,-,5,1,-,2,1,2
S00114854,72,3,34,3,2,3,8,5,3,10,1,-,2,-,1
S00114855,82,11,31,5,5,1,15,1,4,4,5,1,-,-,4
S00114856,68,8,20,5,6,2,8,5,6,4,4,1,-,1,4
S00114857,40,4,15,-,3,3,2,4,2,5,2,-,1,1,2
S00114858,105,17,42,3,7,2,8,7,3,16,-,1,1,-,5
S00114859,140,17,42,3,12,6,21,8,11,14,6,5,2,1,1
S00114860,82,11,27,4,2,3,18,3,2,10,2,-,-,-,2
S00114861,67,15,22,1,5,1,12,5,-,4,2,2,1,-,2
S00114862,79,9,40,3,5,1,9,1,6,4,1,2,2,1,2
S00114863,62,9,17,2,6,2,16,3,1,5,1,3,1,1,3
S00114864,79,7,26,6,6,4,14,1,4,10,1,-,3,2,3
S00114865,92,13,37,2,2,2,17,3,3,7,6,1,-,-,-
S00114866,89,16,35,5,2,5,5,12,2,5,2,-,2,-,2
S00114867,73,2,14,5,4,2,7,11,2,21,5,2,-,2,1
S00114868,22,1,5,1,-,1,11,2,-,1,-,-,-,-,-
S00114869,50,14,3,-,9,2,1,8,5,5,3,1,3,2,5
S00114870,66,12,9,3,10,2,6,8,9,5,2,2,1,5,4
S00114871,87,8,18,7,7,2,13,8,4,19,1,1,2,1,1
S00114872,53,5,18,3,2,1,11,1,3,6,3,1,-,-,1
S00114873,54,5,14,1,3,2,20,1,2,5,1,-,2,-,3
S00114874,84,11,34,3,2,1,14,5,6,6,2,2,-,-,2
S00114875,55,5,20,2,7,-,4,1,-,14,2,1,2,1,3
S00114876,42,1,11,1,1,-,19,2,-,4,3,-,1,-,1
S00114877,57,8,17,-,4,-,9,-,3,14,2,-,1,-,2
S00114878,109,17,34,13,4,1,25,5,7,3,-,-,2,-,1
S00114879,104,9,52,8,7,5,10,2,8,-,3,1,-,1,2
S00114880,72,13,30,1,5,4,10,3,2,2,2,-,3,1,-
S00114881,78,12,42,4,4,2,2,1,4,2,5,1,-,1,-
S00114882,74,6,42,3,6,3,1,6,4,-,3,-,-,1,2
S00114883,52,4,34,3,2,1,5,1,-,1,1,-,-,-,1
S00114884,57,7,26,5,1,2,6,4,-,2,4,1,-,1,-
S00114885,82,3,52,1,8,-,3,1,2,6,6,-,5,-,6
S00114886,74,10,28,4,3,5,10,1,2,9,2,-,-,-,-
S00114887,68,6,25,3,5,2,13,5,5,4,-,2,-,1,3
S00114888,59,1,29,2,2,5,11,1,4,1,3,2,-,-,2
S00114889,51,6,15,-,4,3,7,7,4,2,3,-,-,-,3
S00114890,120,13,46,13,5,8,17,9,6,2,1,1,-,1,3
S00114891,101,12,32,5,9,3,14,6,8,11,1,2,-,2,6
S00114892,99,16,30,6,4,4,20,6,8,3,2,2,1,1,2
S00114893,39,6,13,2,1,2,9,1,1,1,3,-,-,-,-
S00114894,79,8,17,12,2,6,18,2,7,5,2,-,1,1,1
S00114895,80,11,28,6,5,2,11,9,3,5,-,2,1,1,1
S00114896,83,8,14,9,8,7,7,8,7,13,2,3,-,1,4
S00114897,53,2,8,1,3,-,19,-,1,14,5,-,2,-,2
S00114898,114,20,49,2,1,2,21,3,3,8,5,1,-,1,-
S00114899,89,20,39,3,5,-,12,3,2,4,1,2,2,-,3
S00114900,47,2,24,2,2,4,10,1,-,1,1,1,-,-,1
S00114901,106,11,34,2,10,4,22,8,5,10,-,3,1,1,5
S00114902,96,10,46,10,1,3,14,7,-,3,2,1,-,-,-
S00114903,77,12,29,9,2,2,18,1,3,-,1,-,1,-,2
S00114904,152,26,63,7,4,4,25,9,1,7,6,2,1,-,1
S00114905,111,23,46,9,4,5,11,3,4,3,3,1,-,-,-
S00114906,127,18,67,8,4,1,18,5,-,3,3,1,2,1,-
S00114907,96,19,37,5,5,5,14,3,4,4,-,1,2,-,2
S00114908,62,7,23,6,3,1,7,4,4,4,3,2,-,2,-
S00114909,76,14,21,1,16,-,10,3,2,7,2,4,3,3,10
S00114910,55,6,16,2,2,1,13,5,2,7,1,-,1,-,1
S00114911,119,19,43,5,6,6,18,9,3,6,4,1,-,2,2
S00114912,68,7,24,3,11,4,7,4,2,4,2,3,4,-,7
S00114913,109,17,43,8,4,2,16,7,7,5,-,-,1,-,3
S00114914,92,9,48,6,1,1,16,5,3,2,1,1,-,-,-
S00114915,65,11,23,6,2,-,10,7,1,2,3,-,1,-,-
S00114916,68,10,39,6,3,2,-,5,3,-,-,-,1,-,2
S00114917,64,5,27,8,-,4,12,4,1,3,-,-,-,-,-
S00114918,75,12,26,3,2,2,20,3,6,-,1,-,1,-,1
S00114919,126,14,45,25,1,5,15,13,4,3,1,-,-,1,-
S00114920,132,14,43,23,9,5,13,11,9,4,1,3,3,2,3
S00114921,93,14,31,12,3,2,23,2,-,4,2,-,-,-,2
S00114922,62,7,25,13,-,-,12,4,1,-,-,-,-,-,-
S00114923,104,15,44,8,2,3,29,1,-,1,1,-,1,-,1
S00114924,111,13,47,13,4,3,16,7,3,4,1,2,-,1,2
S00114925,89,10,43,13,1,1,12,5,3,-,1,-,-,-,-
S00114926,104,17,50,8,1,4,19,2,2,1,-,-,-,-,1
S00114927,85,13,41,5,1,4,14,5,2,-,-,-,-,-,-
S00114928,90,13,41,8,-,-,21,3,1,2,1,-,-,-,-
S00114929,101,13,56,11,-,-,18,2,-,-,1,-,-,-,-
S00114930,76,13,21,6,3,5,7,9,3,4,5,-,1,-,1
S00114931,96,11,31,7,3,5,18,10,6,5,-,1,-,1,1
S00114932,62,8,29,4,1,1,10,1,1,5,2,-,1,-,-
S00114933,93,9,42,2,6,5,13,5,2,8,1,2,1,1,2
S00114934,44,5,18,2,2,-,8,1,3,5,-,-,-,-,-
S00114935,92,12,40,6,4,3,8,5,7,7,-,-,1,1,1
S00114936,65,1,26,1,5,1,10,6,4,9,2,1,1,-,3
S00114937,54,7,20,-,8,-,8,1,4,5,1,-,2,-,5
S00114938,78,11,26,2,3,3,18,1,4,7,3,-,-,-,3
S00114939,78,7,22,5,4,5,12,3,6,11,3,1,-,2,1
S00114940,61,7,27,6,3,-,10,2,2,3,1,1,1,-,1
S00114941,94,16,33,14,4,-,20,4,3,-,-,2,2,-,1
S00114942,76,17,22,4,10,1,9,4,2,5,2,3,2,1,3
S00114943,63,6,29,4,3,3,7,1,7,2,1,1,1,-,1
S00114944,108,6,26,26,3,4,18,9,11,1,4,3,-,2,-
S00114945,113,13,32,20,5,4,18,13,4,2,2,3,-,2,2
S00114946,113,7,40,24,1,11,9,10,7,3,1,-,-,1,-
S00114947,144,15,53,19,7,5,18,12,11,1,3,2,4,-,1
S00114948,81,8,27,14,3,5,17,3,2,1,1,-,1,-,2
S00114949,94,11,25,18,4,3,18,6,7,2,-,2,-,1,2
S00114950,102,15,32,15,4,2,14,8,8,3,1,2,1,-,1
S00114951,90,13,32,4,3,9,13,3,4,7,2,1,-,1,-
S00114952,107,11,40,14,4,6,13,13,3,1,2,1,2,-,1
S00114953,99,15,29,15,-,4,25,4,3,2,2,-,-,-,-
S00114954,131,14,43,17,3,5,39,6,1,3,-,2,-,2,1
S00114955,142,15,59,17,5,9,17,11,5,2,2,2,2,-,3
S00114956,97,12,38,12,6,3,6,10,6,1,3,2,-,-,2
S00114957,117,16,43,24,1,1,18,7,2,4,1,1,-,-,1
S00114958,66,6,28,7,1,1,11,8,1,3,-,-,1,-,-
S00114959,102,18,45,9,-,2,8,9,4,3,4,-,-,-,-
S00114960,76,10,27,14,2,3,10,6,1,1,2,-,1,1,-
S00114961,82,5,21,14,1,2,21,3,7,5,3,-,-,-,1
S00114962,60,11,16,4,1,3,13,3,2,5,2,-,-,1,-
S00114963,96,8,42,10,5,3,25,1,1,-,1,1,1,1,1
S00114964,67,2,44,2,1,3,8,1,2,2,2,-,-,-,1
S00114965,67,9,29,5,-,2,17,1,3,1,-,-,-,-,-
S00114966,47,4,26,2,4,-,6,-,-,4,1,-,-,1,-
S00114967,74,5,46,5,1,3,9,2,-,3,-,-,-,-,-
S00114968,80,12,30,2,4,2,22,3,2,2,1,-,1,-,3
S00114969,153,22,60,17,5,8,26,4,4,5,2,1,1,-,2
S00114970,99,13,48,7,2,3,14,8,-,4,-,-,-,-,-
S00114971,93,13,38,11,-,1,22,5,3,-,-,-,-,-,-
S00114972,89,17,33,13,-,5,8,7,3,1,2,-,-,-,-
S00114973,117,12,60,6,1,3,18,11,4,1,1,-,-,-,-
S00114974,96,9,51,6,3,3,21,1,1,1,-,2,-,2,1
S00114975,91,14,30,8,4,3,19,6,3,3,1,-,1,1,1
S00114976,85,8,53,4,4,1,-,3,2,8,2,1,-,1,2
S00114977,126,12,76,6,3,6,7,4,6,4,2,-,2,-,1
S00114978,156,20,55,20,3,8,23,12,7,1,7,2,-,-,2
S00114979,61,13,21,1,2,-,13,3,2,6,-,-,1,-,2
S00114980,98,15,43,9,8,2,8,3,4,5,1,1,1,-,4
S00114981,87,7,44,6,1,6,11,4,6,1,1,1,-,1,-
S00114982,134,18,54,15,4,6,17,9,6,3,2,1,-,1,1
S00114983,78,9,28,4,3,4,26,2,1,1,-,-,2,-,1
S00114984,90,5,33,12,2,2,30,2,1,-,3,1,-,-,1
S00114985,74,8,33,-,4,2,14,4,-,7,2,-,2,-,3
S00114986,67,3,39,4,4,1,2,2,-,9,3,2,-,2,1
S00114987,62,5,43,3,3,-,-,-,2,6,-,1,2,-,2
S00114988,46,8,21,6,-,3,4,1,-,2,1,-,-,-,-
S00114989,77,9,43,5,5,4,3,2,-,3,3,-,-,1,2
S00114990,74,4,45,3,5,3,1,3,2,7,1,1,-,1,1
S00114991,66,7,37,2,6,5,-,2,2,5,-,2,3,2,1
S00114992,58,2,36,5,4,5,-,-,1,2,3,-,1,-,-
S00114993,49,4,33,2,5,2,1,1,-,-,1,-,2,-,5
S00114994,73,3,39,1,3,1,8,-,1,15,2,-,1,-,3
S00114995,81,7,59,3,4,1,1,-,2,2,2,1,-,-,4
S00114996,70,4,30,3,6,-,13,5,2,4,3,3,1,2,1
S00114997,53,2,42,4,3,1,-,-,-,1,-,-,-,-,1
S00114998,54,6,37,1,1,1,1,-,-,4,3,-,1,-,1
S00114999,68,1,35,3,7,5,5,-,1,6,5,2,-,1,3
S00115000,68,9,27,1,7,2,12,2,3,5,-,-,5,-,3
S00115001,63,3,32,1,6,2,9,1,5,2,2,2,2,1,2
S00115002,55,4,30,3,2,3,6,4,-,3,-,1,1,-,1
S00115003,68,3,38,2,2,7,9,2,1,4,-,1,-,-,-
S00115004,51,2,40,-,4,1,-,-,-,1,3,-,1,-,3
S00115005,44,3,24,6,3,2,3,-,1,2,-,-,-,-,2
S00115006,80,3,39,4,9,3,9,5,-,8,-,1,-,-,4
S00115007,75,8,33,5,8,3,9,2,1,5,1,2,2,2,6
S00115008,91,5,39,4,14,4,6,3,4,7,5,5,1,2,4
S00115009,112,11,59,3,7,2,12,3,3,10,2,5,-,1,2
S00115010,51,5,24,6,3,-,5,1,3,3,1,-,-,-,1
S00115011,73,5,46,3,4,3,7,3,1,1,-,2,1,1,2
S00115012,79,7,36,2,5,3,20,1,2,2,1,-,2,1,1
S00115013,55,6,32,5,2,-,3,1,-,5,1,-,-,1,1
S00115014,76,8,40,8,-,4,11,2,1,1,1,-,-,-,-
S00115015,134,22,46,18,5,8,21,10,-,2,2,-,3,-,3
S00115016,98,13,23,12,11,7,22,2,4,3,1,5,3,3,1
S00115017,132,21,58,10,3,8,15,6,4,7,-,3,-,1,-
S00115018,152,23,75,8,2,9,21,6,4,1,3,-,1,-,-
S00115019,136,13,66,14,5,7,18,7,3,2,1,-,2,-,5
S00115020,95,10,45,7,5,4,17,4,1,-,2,1,1,1,4
S00115021,96,12,41,11,4,2,11,2,5,5,3,2,-,1,2
S00115022,94,17,28,2,2,5,20,8,5,7,-,-,1,-,2
S00115023,67,7,23,2,7,1,7,3,7,6,4,4,1,3,2
S00115024,69,7,36,3,2,2,13,1,1,4,-,1,1,-,1
S00115025,96,15,47,6,7,2,9,4,2,4,-,1,2,1,2
S00115026,88,12,37,4,4,9,10,6,3,3,-,-,3,-,1
S00115027,97,12,43,6,5,6,16,3,2,3,1,2,3,2,-
S00115028,90,12,36,7,2,6,13,11,1,1,1,2,-,1,-
S00115029,102,17,24,9,6,3,23,9,1,8,2,-,3,-,3
S00115030,40,5,15,2,4,2,7,1,2,-,2,1,1,1,1
S00115031,55,9,25,2,1,4,11,-,-,1,2,-,-,1,-
S00115032,102,16,45,8,1,2,15,9,1,3,2,1,-,-,-
S00115033,83,11,25,10,2,3,19,6,1,-,6,1,1,1,1
S00115034,153,17,64,8,10,8,31,7,7,1,-,3,3,1,2
S00115035,120,17,45,8,5,3,27,5,2,6,2,3,1,-,2
S00115036,95,8,46,2,5,5,17,4,4,1,3,3,-,1,2
S00115037,73,9,34,6,1,1,8,7,1,3,3,1,-,-,-
S00115038,99,13,38,2,7,6,7,3,10,8,5,3,1,1,2
S00115039,113,22,53,7,2,3,16,5,2,-,3,1,-,-,-
S00115040,72,9,32,4,1,2,13,4,2,3,2,-,1,-,-
S00115041,94,13,50,3,3,3,16,4,2,-,-,1,1,1,2
S00115042,109,25,31,9,5,6,19,5,4,3,2,3,1,1,1
S00115043,81,8,44,5,3,2,7,5,1,4,2,1,-,-,2
S00115044,76,12,33,3,5,1,13,2,3,3,1,1,1,-,2
S00115045,107,13,54,6,5,4,12,5,4,3,1,2,1,1,2
S00115046,85,15,33,5,3,5,3,7,6,6,2,-,-,-,2
S00115047,65,8,21,6,5,-,9,2,4,9,1,2,1,-,3
S00115048,125,23,52,2,13,2,12,10,6,3,2,3,4,1,4
S00115049,68,8,29,4,10,-,9,1,4,3,-,1,1,1,5
S00115050,46,6,19,3,3,1,4,2,6,2,-,1,-,1,-
S00115051,109,14,40,8,6,2,24,9,5,-,1,1,2,-,1
S00115052,63,9,27,5,3,1,4,5,4,4,1,2,-,-,1
S00115053,68,10,21,2,6,5,7,5,7,5,-,-,1,-,2
S00115054,62,8,32,3,-,1,11,1,4,1,1,-,-,-,-
S00115055,74,7,40,3,5,1,4,3,4,5,2,2,-,2,1
S00115056,88,18,39,5,3,3,3,3,7,6,1,1,1,-,-
S00115057,36,9,12,1,-,-,10,-,1,3,-,-,-,-,-
S00115058,107,20,54,10,2,10,5,3,2,1,-,1,-,-,1
S00115059,78,11,31,6,2,3,16,4,3,1,1,1,1,-,1
S00115060,84,11,32,7,4,6,16,1,2,4,1,1,2,-,2
S00115061,131,16,47,13,5,7,32,6,2,-,3,1,3,-,-
S00115062,68,10,35,2,3,1,10,1,3,2,1,2,-,1,1
S00115063,84,15,43,5,2,4,7,3,1,3,1,2,-,2,-
S00115064,78,13,32,1,6,-,22,-,1,3,-,1,2,-,4
S00115065,153,24,60,9,6,8,26,9,4,7,-,-,-,1,3
S00115066,147,26,57,4,9,9,26,9,-,4,3,4,1,-,2
S00115067,94,17,43,5,-,1,21,1,1,5,-,-,-,-,-
S00115068,121,16,47,12,4,7,24,11,-,-,-,2,2,-,-
S00115069,103,15,34,8,4,3,26,8,2,-,3,-,-,1,-
S00115070,58,7,20,7,5,1,11,4,1,2,-,1,1,-,3
S00115071,84,8,36,7,1,5,20,4,1,2,-,-,-,-,1
S00115072,104,20,46,14,1,2,10,5,5,-,1,1,-,-,-
S00115073,64,11,33,4,1,1,12,-,2,-,-,-,-,-,1
S00115074,98,9,49,10,1,6,13,-,-,6,4,-,-,-,-
S00115075,87,10,42,10,4,5,12,3,-,1,-,1,2,-,1
S00115076,85,11,44,7,5,3,8,5,1,-,1,-,2,-,3
S00115077,80,10,29,5,4,2,16,4,4,5,1,1,1,-,2
S00115078,49,6,26,4,1,1,4,-,5,2,-,-,-,-,-
S00115079,118,12,62,8,2,3,13,9,1,2,6,-,1,-,1
S00115080,93,18,35,8,-,6,16,7,2,-,1,-,-,-,-
S00115081,41,6,19,3,1,2,4,2,1,-,3,-,1,-,1
S00115082,38,4,18,1,2,-,5,2,3,2,1,-,-,1,-
S00115083,84,6,28,4,7,1,14,6,5,8,5,5,-,1,-
S00115084,80,13,32,8,4,3,12,4,2,2,-,-,1,1,-
S00115085,106,13,50,5,3,7,15,6,2,2,3,1,-,-,-
S00115086,97,17,39,6,5,4,14,5,3,4,-,1,2,1,2
S00115087,64,10,29,1,2,1,5,7,3,5,1,1,1,1,1
S00115088,86,14,36,5,2,3,17,-,3,5,1,1,-,1,-
S00115089,134,14,59,12,4,7,17,6,5,9,1,-,1,-,1
S00115090,93,17,41,4,9,5,10,3,-,4,-,3,2,2,3
S00115091,70,13,30,3,2,7,7,3,2,3,-,2,-,1,-
S00115092,64,4,31,6,4,2,7,3,4,3,-,2,-,-,3
S00115093,117,16,52,7,7,7,9,5,2,8,4,1,1,1,3
S00115094,74,9,32,4,3,-,13,5,2,4,2,-,1,-,2
S00115095,82,4,40,1,11,1,10,2,4,4,5,7,-,2,4
