,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00131302,120,3,1,1,5,3,1,4,12,13,20,26,6,14,7,3,1,43.4,42
S00131303,169,12,5,5,15,4,10,3,7,4,31,38,3,20,8,4,-,38.4,41
S00131304,141,4,5,4,13,2,4,3,12,8,34,30,2,13,4,2,1,37.5,38
S00131305,70,1,-,-,-,-,2,2,2,2,13,14,8,19,5,1,1,53.6,58
S00131306,75,6,2,2,4,1,-,2,2,8,19,10,5,4,7,1,2,40.0,36
S00131307,188,10,5,4,20,6,12,2,8,8,38,34,11,16,13,1,-,38.0,39
S00131308,160,4,11,1,5,2,9,4,12,5,32,36,7,22,8,2,-,40.9,41
S00131309,177,9,10,9,10,6,14,3,5,8,36,36,12,15,3,1,-,35.5,37
S00131310,121,7,3,2,4,1,4,6,8,4,20,35,3,17,7,-,-,41.6,46
S00131311,115,6,5,2,8,2,4,2,5,4,25,21,3,16,12,-,-,41.4,41
S00131312,74,8,-,-,1,2,-,6,9,11,12,11,4,6,4,-,-,35.8,30
S00131313,134,6,2,4,2,-,3,6,11,12,24,38,6,14,4,2,-,41.2,44
S00131314,52,1,-,-,-,1,-,-,3,7,20,13,2,5,-,-,-,39.9,39
S00131315,78,5,5,4,8,-,3,1,3,8,21,7,6,5,2,-,-,32.3,31
S00131316,93,5,2,-,4,-,-,3,5,12,14,16,6,17,5,4,-,44.7,47
S00131317,61,6,3,-,5,-,1,2,-,3,20,9,3,5,3,1,-,36.8,34
S00131318,60,2,1,2,7,1,-,1,3,2,7,16,6,11,1,-,-,43.3,51
S00131319,75,1,1,-,5,-,5,4,3,1,13,19,3,13,7,-,-,46.2,47
S00131320,111,4,-,-,4,2,4,6,8,8,20,33,5,10,6,1,-,42.1,44
S00131321,61,2,-,-,2,-,1,-,7,7,22,14,2,1,3,-,-,38.4,37
S00131322,122,7,2,1,8,2,1,4,6,4,16,23,10,25,10,2,1,46.3,50
S00131323,129,7,2,-,11,-,5,3,4,3,13,18,17,34,11,-,1,48.7,59
S00131324,78,3,2,-,-,-,1,2,6,12,7,17,6,18,4,-,-,46.1,51
S00131325,110,1,-,1,4,-,2,6,3,2,9,18,13,27,17,6,1,57.1,64
S00131326,160,4,3,3,14,3,4,6,8,3,23,48,13,22,6,-,-,43.1,48
S00131327,156,6,3,2,9,1,5,7,11,2,21,37,15,23,13,1,-,45.2,50
S00131328,181,10,4,7,16,3,7,5,12,4,32,51,4,15,9,2,-,38.2,43
S00131329,138,9,4,4,13,2,4,5,4,5,23,30,12,20,-,3,-,39.5,44
S00131330,104,1,1,-,3,2,-,6,5,7,9,27,3,24,12,3,1,51.0,54
S00131331,113,2,1,1,7,2,6,2,8,3,14,22,8,17,12,6,2,49.5,51
S00131332,123,7,4,2,6,2,3,6,9,13,14,34,9,10,3,-,1,38.4,42
S00131333,141,8,4,4,7,-,2,3,9,5,29,37,7,10,11,5,-,42.5,44
S00131334,117,4,2,1,6,1,3,2,10,5,20,18,6,14,22,1,2,47.7,47
S00131335,97,4,-,2,7,-,2,2,6,3,13,19,7,10,16,4,2,48.7,51
S00131336,94,2,3,2,3,-,3,3,17,5,19,20,5,3,8,-,1,38.9,37
S00131337,88,5,1,-,3,1,2,5,8,7,14,24,1,10,7,-,-,41.0,44
S00131338,159,14,4,6,16,1,4,5,4,5,37,29,2,27,3,2,-,37.8,40
S00131339,125,6,4,5,11,-,5,3,6,3,20,28,2,13,16,3,-,42.5,44
S00131340,81,4,2,1,3,-,-,3,8,4,15,14,4,10,13,-,-,45.1,45
S00131341,80,3,-,-,3,-,3,4,6,4,15,21,-,7,9,3,2,46.4,47
S00131342,106,8,4,1,6,2,6,4,3,4,20,20,4,11,12,1,-,41.2,42
S00131343,149,18,10,5,15,2,4,5,3,3,54,22,1,5,2,-,-,29.2,33
S00131344,139,6,6,9,16,4,7,5,7,3,37,31,4,3,1,-,-,31.0,33
S00131345,106,4,4,2,11,-,4,7,10,5,17,29,2,2,7,2,-,36.2,40
S00131346,129,4,3,2,5,3,2,3,8,4,15,30,10,19,17,4,-,48.7,51
S00131347,106,9,3,2,5,-,5,4,5,12,13,24,1,11,9,1,2,40.1,40
S00131348,110,6,-,2,3,-,1,4,6,11,17,22,4,10,15,9,-,48.1,49
S00131349,130,9,2,1,7,-,2,5,4,6,30,29,11,10,14,-,-,43.3,43
S00131350,107,8,3,1,13,1,4,-,7,5,12,22,8,14,8,1,-,40.1,44
S00131351,109,5,6,1,10,3,4,5,2,3,21,22,4,14,9,-,-,39.9,42
S00131352,149,1,1,2,7,1,7,7,18,12,20,38,7,19,6,3,-,42.6,44
S00131353,84,5,4,1,5,2,-,2,6,1,13,17,8,7,10,1,2,45.0,48
S00131354,76,2,2,1,5,1,-,1,8,3,6,22,4,6,13,-,2,47.2,48
S00131355,78,4,1,-,1,1,-,1,6,2,13,22,2,9,13,1,2,50.3,52
S00131356,103,4,2,3,6,-,1,-,6,8,22,26,6,11,8,-,-,42.8,44
S00131357,96,8,3,2,8,1,-,1,7,7,17,14,1,10,14,1,2,42.1,41
S00131358,138,6,4,2,6,1,2,1,5,6,25,22,7,22,25,4,-,49.6,53
S00131359,102,4,2,1,5,1,1,4,7,5,19,24,6,7,9,7,-,44.9,46
S00131360,91,3,-,2,7,-,1,3,9,6,20,21,2,9,6,2,-,41.2,42
S00131361,91,7,3,-,4,-,3,8,9,9,13,16,4,9,6,-,-,37.2,30
S00131362,104,9,2,3,3,1,3,6,3,9,22,21,2,9,11,-,-,39.3,40
S00131363,75,7,-,1,3,-,4,3,7,3,9,19,7,9,2,1,-,39.8,45
S00131364,102,10,2,1,4,-,2,5,3,-,19,20,4,15,15,2,-,46.0,49
S00131365,106,2,1,-,9,-,3,-,3,6,14,24,6,23,14,1,-,50.3,52
S00131366,101,5,2,1,1,1,1,1,2,11,26,20,3,6,18,3,-,46.9,44
S00131367,125,5,2,3,9,-,-,6,4,6,22,25,5,14,20,3,1,46.4,46
S00131368,142,5,4,5,5,-,2,-,8,6,29,27,7,15,21,5,3,48.4,47
S00131369,137,6,11,2,5,2,3,2,8,5,28,29,7,12,15,2,-,42.4,43
S00131370,115,4,2,2,7,-,1,4,8,5,27,19,6,8,19,2,1,44.8,42
S00131371,128,4,5,2,6,2,2,3,13,12,13,49,13,4,-,-,-,39.3,45
S00131372,62,3,1,1,-,-,4,-,2,7,17,16,1,6,2,1,1,41.0,37
S00131373,118,3,4,1,11,2,6,1,5,6,21,31,2,11,12,1,1,42.6,44
S00131374,63,5,-,1,1,1,-,2,4,8,8,18,4,5,5,1,-,42.3,45
S00131375,75,7,3,2,1,-,3,-,6,7,21,12,4,7,1,1,-,36.0,34
S00131376,105,8,1,2,4,1,2,1,11,8,31,21,3,4,8,-,-,37.4,38
S00131377,60,2,3,1,3,-,1,-,4,2,14,22,5,2,1,-,-,39.7,45
S00131378,61,-,-,-,-,-,1,-,3,-,-,5,7,16,24,5,-,69.7,73
S00131379,102,1,5,-,2,-,-,1,5,18,21,12,4,20,12,-,1,46.9,43
S00131380,94,5,3,2,3,-,-,-,3,11,28,21,4,10,3,1,-,40.9,41
S00131381,105,4,3,1,3,1,2,4,2,6,30,24,6,12,7,-,-,42.7,42
S00131382,87,3,2,3,5,1,4,2,7,6,17,21,3,6,4,1,2,39.7,37
S00131383,102,4,2,2,4,2,-,3,4,12,22,24,5,8,8,2,-,42.5,43
S00131384,119,3,1,1,5,1,2,5,11,10,15,33,5,16,8,1,2,45.2,47
S00131385,115,5,3,-,7,-,3,1,2,-,11,21,3,18,29,11,1,56.5,66
S00131386,92,7,6,1,3,1,4,2,10,2,17,17,1,7,12,1,1,39.5,41
S00131387,55,-,-,-,1,-,4,-,4,2,7,20,6,10,1,-,-,48.5,51
S00131388,56,3,2,2,7,2,1,-,2,2,10,16,3,1,4,1,-,38.5,42
S00131389,56,-,-,-,-,-,1,1,5,1,11,23,5,4,4,-,1,49.8,52
S00131390,85,6,2,-,6,1,2,-,4,5,15,19,3,10,12,-,-,43.9,46
S00131391,82,4,2,4,4,-,4,3,5,5,16,23,1,1,8,2,-,39.2,42
S00131392,74,6,2,1,6,-,1,2,3,11,28,11,1,-,-,1,1,31.2,32
S00131393,62,2,-,2,4,1,4,1,2,5,9,16,1,5,9,1,-,43.2,45
S00131394,177,8,3,1,9,1,1,3,6,6,26,25,8,27,31,14,8,54.6,59
S00131395,57,1,-,-,-,-,-,-,1,3,6,18,10,11,5,2,-,57.3,59
S00131396,54,1,3,-,-,-,-,-,2,3,8,17,8,6,5,1,-,50.6,55
S00131397,132,5,3,2,7,3,5,8,10,6,19,33,4,12,15,-,-,41.4,44
S00131398,55,-,-,-,-,-,1,1,2,4,10,19,8,7,2,1,-,50.7,51
S00131399,64,3,-,-,1,2,-,1,2,4,14,15,9,5,5,2,1,48.8,52
S00131400,143,10,7,4,10,2,3,-,7,7,27,28,7,16,14,1,-,41.4,43
S00131401,79,10,-,1,1,-,1,1,9,10,16,14,4,7,5,-,-,37.7,36
S00131402,81,10,4,1,3,1,1,2,7,4,21,14,1,5,6,-,1,34.7,33
S00131403,151,9,2,1,12,3,3,5,14,1,25,35,8,16,13,4,-,42.7,45
S00131404,146,18,6,1,5,-,4,7,9,11,36,24,7,9,5,4,-,35.3,32
S00131405,165,23,10,6,8,1,3,1,11,7,36,26,7,14,9,1,2,35.3,35
S00131406,104,3,7,4,7,-,-,4,3,4,25,22,10,7,8,-,-,40.6,42
S00131407,172,6,4,6,14,3,8,8,16,6,36,46,7,7,3,1,1,35.4,35
S00131408,183,12,9,7,10,2,4,14,11,8,40,45,3,14,4,-,-,34.6,36
S00131409,59,-,-,-,-,-,1,-,3,1,5,22,4,13,8,2,-,57.5,58
S00131410,59,3,1,-,-,1,-,-,2,2,7,23,9,7,2,2,-,50.3,53
S00131411,63,2,-,-,-,-,-,1,4,-,6,30,7,7,4,2,-,52.3,53
S00131412,119,9,4,1,7,-,2,3,6,5,35,23,4,14,5,1,-,39.1,38
S00131413,161,8,10,2,9,2,6,9,8,20,35,32,4,6,9,1,-,34.5,31
S00131414,151,8,6,1,7,2,8,2,7,12,27,37,9,13,12,-,-,40.5,41
S00131415,133,6,1,2,9,3,4,1,8,5,20,23,8,18,21,3,1,46.9,50
S00131416,108,12,2,-,2,1,4,1,8,11,19,18,1,15,12,1,1,41.2,37
S00131417,105,2,2,-,1,-,1,-,6,11,29,24,6,18,4,-,1,45.6,45
S00131418,73,11,1,-,5,2,-,-,8,11,21,10,-,2,2,-,-,30.0,29
S00131419,113,6,2,2,10,2,4,5,7,5,21,30,1,13,5,-,-,38.7,41
S00131420,75,-,-,1,4,1,4,3,8,3,17,21,2,6,5,-,-,40.6,41
S00131421,108,17,3,2,2,1,3,1,12,6,26,24,3,2,4,1,1,33.4,33
S00131422,83,2,3,2,5,1,2,-,8,3,8,33,4,9,3,-,-,42.8,48
S00131423,123,6,2,3,8,1,-,5,6,8,22,19,3,32,5,2,1,45.0,45
S00131424,58,1,-,1,4,-,2,2,4,10,18,12,1,1,2,-,-,35.1,33
S00131425,58,-,-,1,1,-,-,3,7,1,17,18,1,2,4,2,1,44.3,43
S00131426,167,8,6,6,18,1,5,4,5,7,50,33,4,9,7,1,3,37.1,40
S00131427,117,4,1,-,7,-,4,3,7,4,18,25,9,25,9,1,-,46.8,49
S00131428,90,7,2,1,1,-,-,2,6,2,19,24,11,12,2,1,-,43.8,48
S00131429,76,2,-,1,2,1,-,2,6,7,14,17,2,11,10,1,-,46.6,46
S00131430,149,10,7,4,4,2,5,2,8,5,32,32,4,20,12,-,2,41.8,43
S00131431,82,2,1,3,8,1,1,1,5,1,16,11,4,19,9,-,-,45.9,47
S00131432,145,14,6,5,10,1,4,1,12,3,25,26,7,18,11,2,-,39.2,41
S00131433,134,7,7,5,9,4,2,1,3,8,26,26,7,7,18,3,1,41.6,41
S00131434,66,3,2,-,3,-,1,-,3,5,22,12,1,5,7,2,-,42.4,39
S00131435,103,4,1,-,4,2,4,2,5,5,7,15,7,25,13,6,3,54.0,62
S00131436,82,1,-,-,-,-,1,2,5,7,15,23,4,10,11,1,2,50.6,48
S00131437,62,3,1,-,1,-,-,1,11,6,13,12,-,7,3,3,1,42.1,37
S00131438,69,3,1,1,1,-,-,2,-,5,21,15,5,10,4,1,-,46.1,46
S00131439,130,5,7,-,12,1,3,5,6,7,22,30,7,11,11,2,1,41.3,43
S00131440,111,3,3,3,5,2,5,4,2,6,14,27,10,8,14,4,1,46.6,49
S00131441,113,4,3,2,10,5,3,5,6,4,13,23,8,17,9,-,1,42.2,45
S00131442,119,11,2,2,7,-,3,1,7,3,23,23,5,11,15,5,1,44.0,45
S00131443,140,9,12,7,13,3,1,1,2,6,45,34,4,1,2,-,-,32.2,36
S00131444,120,7,3,-,8,2,-,-,11,14,46,14,7,6,2,-,-,35.0,35
S00131445,257,31,14,14,25,4,4,6,8,12,86,45,3,4,-,-,1,28.8,33
S00131446,119,2,3,6,8,-,6,2,7,6,20,23,8,18,9,1,-,42.9,44
S00131447,184,4,5,4,8,3,7,7,11,14,32,54,15,13,3,3,1,40.9,44
S00131448,147,11,2,3,14,3,3,3,7,6,24,26,6,20,15,4,-,42.3,43
S00131449,129,7,4,4,13,2,3,1,2,8,29,34,3,12,5,1,1,39.6,42
S00131450,94,6,-,3,7,-,3,1,4,4,14,19,9,12,8,3,1,46.0,48
S00131451,71,4,1,-,2,-,1,-,3,1,9,15,5,14,11,4,1,54.1,59
S00131452,79,3,3,2,2,-,3,-,4,10,15,20,1,10,5,1,-,41.4,43
S00131453,114,7,4,5,5,1,3,3,8,11,21,17,14,7,4,4,-,38.6,41
S00131454,84,3,4,3,5,1,3,1,2,5,13,23,4,7,7,2,1,42.9,45
S00131455,125,9,3,3,8,3,2,4,6,13,23,34,6,4,4,3,-,37.3,39
S00131456,116,4,6,2,10,2,7,5,5,8,23,31,1,5,3,2,2,36.5,37
S00131457,84,6,3,1,6,-,-,1,4,8,16,19,6,9,4,1,-,40.4,41
S00131458,158,8,7,6,11,2,11,5,14,12,22,37,2,11,7,2,1,35.6,31
S00131459,85,2,1,2,4,3,2,1,5,1,10,25,7,8,10,3,1,48.2,52
S00131460,86,4,1,1,4,3,2,1,2,3,21,20,5,7,8,4,-,45.4,45
S00131461,114,6,5,2,6,1,5,4,6,6,20,25,4,9,11,2,2,41.3,43
S00131462,130,11,2,4,5,2,2,3,11,14,26,26,5,10,6,3,-,37.7,36
S00131463,153,7,2,1,6,3,3,3,16,14,20,47,6,10,8,7,-,42.3,45
S00131464,90,10,1,3,4,1,1,1,7,7,18,19,6,8,4,-,-,38.1,42
S00131465,120,14,8,2,12,2,5,5,3,4,26,33,4,2,-,-,-,30.1,34
S00131466,145,5,3,4,16,5,6,4,15,5,22,46,6,6,1,1,-,35.4,39
S00131467,75,-,2,3,9,-,2,-,8,2,16,28,1,3,1,-,-,37.0,40
S00131468,144,13,3,7,7,3,4,4,3,7,32,34,14,9,3,1,-,37.6,40
S00131469,92,4,1,1,5,1,2,4,5,1,11,36,5,11,4,1,-,44.1,51
S00131470,74,1,-,1,-,-,-,1,7,6,7,28,8,7,8,-,-,50.0,53
S00131471,229,10,7,5,23,4,13,13,14,6,37,72,13,8,3,-,1,35.7,39
S00131472,159,6,3,2,8,4,5,2,8,11,21,62,9,15,1,2,-,41.9,46
S00131473,173,15,7,5,8,4,4,2,10,5,32,44,13,14,9,1,-,38.9,41
S00131474,68,-,1,-,1,-,1,2,1,-,3,9,10,21,17,2,-,62.9,67
S00131475,55,2,-,-,2,-,2,1,-,1,2,12,11,13,8,1,-,56.7,62
S00131476,145,4,8,2,9,1,2,2,9,9,24,37,14,14,8,1,1,43.2,46
S00131477,53,-,-,1,2,1,-,-,4,1,4,12,8,10,9,1,-,55.7,60
S00131478,92,1,3,4,6,1,4,-,1,-,12,19,14,18,8,1,-,48.8,56
S00131479,98,2,2,1,2,1,2,4,2,1,11,24,7,23,12,4,-,53.6,57
S00131480,82,6,2,2,1,-,1,2,1,4,4,8,5,21,18,5,2,56.5,69
S00131481,121,4,3,-,8,-,5,5,7,5,19,39,10,12,4,-,-,42.2,46
S00131482,120,10,6,8,7,1,3,5,4,8,28,22,8,6,4,-,-,34.1,36
S00131483,175,10,3,5,16,2,7,7,11,12,32,43,10,12,4,-,1,36.6,38
S00131484,148,9,5,3,9,1,4,2,11,10,32,19,16,14,10,2,1,40.2,41
S00131485,169,4,4,3,13,2,4,2,9,6,34,53,9,17,7,1,1,42.5,46
S00131486,189,15,8,3,10,4,4,9,6,11,35,49,14,17,4,-,-,37.5,40
S00131487,143,13,9,2,10,2,3,5,6,7,31,36,4,15,-,-,-,35.0,37
S00131488,128,7,7,3,9,2,5,2,14,6,31,29,9,3,1,-,-,33.8,33
S00131489,131,3,4,5,10,2,7,5,17,7,31,30,3,5,2,-,-,33.3,34
S00131490,91,5,4,2,6,2,5,3,5,2,19,25,2,9,1,1,-,37.4,41
S00131491,111,10,6,1,6,2,4,-,13,12,19,20,5,7,6,-,-,34.8,30
S00131492,103,6,1,4,5,1,5,4,13,4,20,25,10,4,-,-,1,36.3,37
S00131493,180,5,4,5,10,2,5,5,11,16,43,52,12,6,4,-,-,38.2,40
S00131494,146,9,4,1,6,1,2,2,11,5,36,39,8,12,8,1,1,41.6,41
S00131495,130,5,6,4,7,4,2,7,10,4,14,49,10,5,3,-,-,38.9,46
S00131496,111,4,4,4,3,-,7,8,11,10,15,35,6,3,1,-,-,35.0,35
S00131497,102,9,4,3,3,3,1,2,7,5,20,31,4,7,2,-,1,38.0,41
S00131498,169,7,5,4,7,2,4,4,7,10,32,54,12,16,4,1,-,41.2,46
S00131499,170,7,6,4,15,5,11,4,10,8,40,48,8,1,2,1,-,34.1,38
S00131500,140,11,9,2,9,2,1,3,2,7,29,20,25,16,4,-,-,40.5,43
S00131501,155,12,5,2,8,1,6,2,5,7,30,38,11,21,7,-,-,40.7,44
S00131502,131,18,7,3,19,-,3,4,9,7,38,13,4,4,2,-,-,27.4,27
S00131503,108,8,5,-,5,2,6,1,8,9,24,17,10,9,4,-,-,37.4,38
S00131504,174,6,5,5,13,6,10,4,15,14,23,48,11,9,5,-,-,36.1,37
S00131505,133,6,4,6,8,1,3,4,3,15,37,18,11,14,2,-,1,36.9,35
S00131506,143,5,5,4,8,2,5,5,5,9,27,32,10,21,5,-,-,40.9,43
S00131507,133,4,2,1,10,2,5,6,4,6,31,28,15,10,7,1,1,42.3,44
S00131508,79,7,1,3,5,-,4,1,1,3,14,7,3,18,8,4,-,44.9,45
S00131509,156,6,4,1,10,2,5,3,8,10,37,30,12,22,6,-,-,41.1,40
S00131510,173,1,7,3,20,2,10,7,10,10,48,34,5,12,4,-,-,35.7,37
S00131511,182,13,5,2,10,5,12,5,8,3,36,44,14,13,12,-,-,39.4,43
S00131512,121,-,1,2,7,3,5,7,8,5,9,47,8,10,7,2,-,44.1,47
S00131513,104,2,3,1,5,2,3,1,8,9,21,17,12,13,7,-,-,43.0,43
S00131514,102,5,-,2,9,-,3,2,6,5,17,19,7,20,7,-,-,44.4,45
S00131515,82,3,1,-,2,1,3,1,1,1,10,19,8,16,13,-,3,54.5,59
S00131516,154,4,3,3,13,5,6,4,8,3,29,36,11,13,16,-,-,42.8,44
S00131517,86,3,1,2,1,-,2,1,1,2,15,12,5,16,10,12,3,57.3,63
S00131518,150,6,7,3,9,-,8,5,9,5,21,51,5,2,18,1,-,40.6,45
S00131519,118,5,8,3,8,1,8,2,5,6,23,18,6,14,9,1,1,39.2,36
S00131520,143,6,7,2,8,2,3,3,7,8,26,32,12,14,11,2,-,42.1,44
S00131521,102,3,1,1,6,3,4,5,7,-,12,30,6,10,11,1,2,45.6,49
S00131522,89,5,2,5,6,1,4,2,2,4,18,22,5,8,5,-,-,38.9,39
S00131523,104,4,7,1,3,-,1,1,7,6,17,18,4,18,16,1,-,46.4,50
S00131524,73,4,-,2,2,1,4,-,8,5,13,24,2,5,3,-,-,38.7,42
S00131525,67,2,1,-,2,-,-,3,3,6,17,12,6,4,9,1,1,46.4,44
S00131526,98,5,2,2,9,-,1,3,6,7,24,14,6,4,14,1,-,40.6,38
S00131527,132,6,6,1,8,2,5,4,7,6,22,37,10,9,9,-,-,40.5,43
S00131528,119,5,2,2,10,4,5,1,5,5,22,28,4,13,11,2,-,43.1,43
S00131529,124,1,4,3,7,-,8,4,8,7,22,30,5,13,9,3,-,42.5,43
S00131530,87,2,1,-,6,2,5,2,5,10,17,25,3,3,6,-,-,38.6,39
S00131531,59,2,-,-,-,-,1,1,5,12,20,13,2,2,1,-,-,37.9,36
S00131532,72,2,3,-,2,1,2,5,1,3,15,25,2,9,2,-,-,42.7,47
S00131533,87,4,4,2,6,1,-,1,2,8,23,15,4,6,7,1,3,41.3,41
S00131534,97,6,1,-,-,1,5,5,8,8,11,19,5,16,10,1,1,45.2,46
S00131535,68,1,2,-,3,2,2,2,5,9,19,16,2,2,2,1,-,37.1,37
S00131536,131,4,3,4,10,6,3,1,7,5,22,33,6,14,12,1,-,42.2,45
S00131537,94,7,2,2,5,1,2,4,11,2,16,18,4,9,10,1,-,40.3,39
S00131538,106,9,5,1,4,2,4,-,4,2,21,27,4,8,12,3,-,43.5,47
S00131539,77,2,2,1,3,1,3,3,2,2,12,24,2,7,11,2,-,46.9,48
S00131540,83,4,3,1,2,-,2,4,8,14,6,19,2,7,8,3,-,41.1,39
S00131541,96,5,5,-,3,1,-,2,8,9,20,21,5,12,4,1,-,40.7,41
S00131542,102,2,8,3,9,2,-,4,5,3,21,19,1,17,7,1,-,40.0,39
S00131543,96,6,2,1,3,1,4,2,8,7,27,17,5,6,2,5,-,39.1,38
S00131544,94,4,3,1,4,1,3,3,3,4,16,17,6,11,13,4,1,47.6,48
S00131545,136,8,3,3,9,1,2,2,8,10,24,29,7,17,6,6,1,43.3,44
S00131546,92,4,-,-,2,-,5,3,10,11,11,20,9,6,7,4,-,43.4,43
S00131547,104,6,1,3,3,1,2,1,4,-,22,14,9,14,20,4,-,50.3,51
S00131548,97,6,6,5,11,-,3,2,-,7,29,19,3,4,2,-,-,32.4,33
S00131549,90,2,1,-,1,1,-,5,3,4,22,23,1,11,16,-,-,48.9,49
S00131550,71,8,2,-,3,1,1,-,4,5,14,11,2,9,9,1,1,43.1,40
S00131551,79,4,3,-,2,-,-,1,9,11,16,21,4,5,2,-,1,38.6,37
S00131552,94,4,2,2,7,-,2,1,4,14,14,25,7,8,4,-,-,39.8,43
S00131553,94,5,2,2,5,1,3,2,5,7,15,22,3,9,10,2,1,43.1,45
S00131554,118,6,1,-,6,1,1,4,8,6,20,34,6,9,14,1,1,44.9,47
S00131555,103,7,5,1,5,2,2,4,4,13,28,22,3,6,1,-,-,34.1,35
S00131556,166,13,9,2,8,5,5,5,6,15,24,41,6,16,9,2,-,37.9,40
S00131557,93,7,2,1,5,2,3,4,9,5,19,21,4,5,5,1,-,36.9,35
S00131558,112,9,-,1,1,-,2,2,8,9,31,19,7,6,15,2,-,43.2,42
S00131559,169,6,5,5,7,-,4,1,5,8,16,28,10,14,34,11,15,54.7,59
S00131560,108,10,1,2,5,-,4,2,12,5,17,21,4,10,14,1,-,41.1,42
S00131561,102,9,3,1,5,1,2,4,8,12,18,19,6,9,3,2,-,36.8,32
S00131562,91,7,3,-,4,2,2,1,4,6,12,20,6,7,13,2,2,45.2,46
S00131563,121,3,1,1,6,1,2,2,7,7,19,34,11,12,13,2,-,47.5,50
S00131564,66,7,-,1,3,-,2,-,8,5,21,17,1,1,-,-,-,32.9,33
S00131565,59,6,2,1,-,-,1,-,1,10,18,12,1,4,3,-,-,37.3,38
S00131566,166,13,3,-,6,3,12,5,20,11,30,40,6,10,7,-,-,35.8,35
S00131567,76,2,2,1,3,1,3,3,5,5,7,17,3,12,11,1,-,46.7,47
S00131568,129,5,2,3,11,1,4,8,5,5,24,24,3,19,14,1,-,42.1,43
S00131569,158,12,2,3,9,1,4,9,7,5,34,34,6,20,12,-,-,40.8,41
S00131570,165,5,3,3,8,1,5,2,7,5,21,37,15,31,16,5,1,49.6,54
S00131571,187,5,2,3,10,4,1,3,8,6,7,29,13,31,29,19,17,58.4,66
S00131572,109,5,3,3,8,-,5,1,1,1,16,20,6,15,22,2,1,49.6,52
S00131573,124,-,2,3,6,-,-,1,6,6,12,30,15,27,13,3,-,53.1,58
S00131574,84,3,1,2,3,2,7,3,3,3,9,20,11,9,8,-,-,44.7,51
S00131575,166,5,4,7,10,5,3,8,14,7,23,42,16,20,2,-,-,39.1,41
S00131576,154,3,3,3,10,1,4,-,2,8,13,45,25,26,10,1,-,49.9,58
S00131577,119,7,7,7,6,1,2,1,4,3,30,26,12,7,4,1,1,39.1,40
S00131578,206,10,6,5,14,1,5,9,13,8,41,57,22,11,4,-,-,38.7,43
S00131579,106,6,1,4,9,3,7,-,5,5,22,26,4,11,3,-,-,37.7,42
S00131580,149,7,7,2,13,3,5,7,9,8,31,41,7,7,1,1,-,35.4,38
S00131581,130,9,1,5,10,-,6,4,8,6,27,30,8,10,5,1,-,37.5,38
S00131582,128,4,4,2,6,3,1,2,7,8,27,36,9,11,8,-,-,42.5,45
S00131583,169,4,3,2,7,2,4,8,24,12,24,62,9,8,-,-,-,38.6,42
S00131584,102,3,5,2,6,1,4,3,4,6,24,34,4,3,3,-,-,38.0,39
S00131585,92,5,4,-,6,2,1,4,2,3,19,20,12,10,3,1,-,41.7,45
S00131586,161,3,2,-,9,1,7,3,18,8,22,49,18,18,3,-,-,43.3,49
S00131587,182,6,6,4,7,3,2,6,14,7,26,53,24,16,7,1,-,42.7,47
S00131588,82,-,1,2,5,2,1,2,4,4,12,20,6,16,7,-,-,47.9,52
S00131589,75,1,2,-,1,-,1,2,4,8,10,25,4,10,4,3,-,47.5,50
S00131590,124,2,2,-,4,1,8,6,11,5,12,45,15,10,2,1,-,43.4,50
S00131591,121,3,3,3,8,1,7,7,10,5,34,32,3,5,-,-,-,35.0,38
S00131592,156,2,3,5,18,3,9,5,7,6,20,52,12,13,1,-,-,38.7,45
S00131593,151,14,5,4,3,2,2,7,7,5,34,34,13,10,8,3,-,40.2,42
S00131594,113,3,1,1,3,4,-,6,10,6,16,33,5,11,12,1,1,45.6,48
S00131595,166,6,3,1,2,3,6,6,19,7,21,67,18,6,1,-,-,41.4,47
S00131596,228,17,11,7,11,1,3,3,11,10,36,25,10,20,32,12,19,48.0,48
S00131597,147,8,1,5,15,5,6,8,8,10,35,27,4,13,2,-,-,34.3,35
S00131598,139,14,5,6,13,2,7,6,8,7,26,25,5,7,6,1,1,32.9,30
S00131599,136,9,3,4,7,3,8,4,9,14,32,23,7,10,3,-,-,35.0,36
S00131600,193,21,11,8,13,2,5,2,9,16,50,26,13,14,3,-,-,32.4,31
S00131601,69,3,1,1,4,2,2,1,6,3,10,17,7,11,1,-,-,41.9,46
S00131602,110,8,4,3,3,2,1,3,6,7,24,23,10,13,1,2,-,39.3,39
S00131603,168,13,7,7,10,1,3,5,10,12,32,34,12,18,1,3,-,37.4,37
S00131604,68,3,1,-,2,-,-,1,1,1,7,6,11,13,15,5,2,59.9,66
S00131605,135,7,5,1,5,1,4,2,5,5,21,18,9,24,14,10,4,50.0,52
S00131606,89,8,3,2,4,1,3,2,7,6,16,24,10,3,-,-,-,35.5,40
S00131607,154,23,11,4,13,1,1,4,19,27,30,12,3,4,2,-,-,24.9,25
S00131608,154,10,2,3,6,3,6,3,9,9,23,37,9,24,9,1,-,42.8,48
S00131609,143,8,9,3,8,1,2,3,9,18,26,33,9,10,3,1,-,36.8,38
