,All people aged 16 to 74,"1. Higher managerial, administrative and professional occupations: Total","1. Higher managerial, administrative and professional occupations: 1.1 Large employers and higher managerial occupations","1. Higher managerial, administrative and professional occupations: 1.2 Higher professional occupations",2. Lower managerial and professional occupations,3. Intermediate occupations,4. Small employers and own account workers,5.  Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed: Total,8. Never worked and long-term unemployed: L14.1 Never worked,8. Never worked and long-term unemployed: L14.2 Long-term unemployed,L15 Full-time students
S00112373,54,8,1,7,12,3,4,2,9,7,-,-,-,9
S00112374,69,6,-,6,13,6,5,3,7,3,4,1,3,22
S00112375,49,5,-,5,13,5,1,3,3,2,-,-,-,17
S00112376,98,18,-,18,29,8,3,5,8,5,2,-,2,20
S00112377,53,1,-,1,13,8,3,3,5,4,5,4,1,11
S00112378,69,2,-,2,13,9,3,1,13,13,5,2,3,10
S00112379,74,5,2,3,11,3,4,5,11,14,6,3,3,15
S00112380,101,9,-,9,20,7,4,9,9,10,5,5,-,28
S00112381,69,12,1,11,21,5,2,1,-,1,1,1,-,26
S00112382,52,-,-,-,6,7,2,1,7,11,4,2,2,14
S00112383,74,8,-,8,16,6,2,4,7,3,8,4,4,20
S00112384,85,13,-,13,21,6,-,2,8,4,7,7,-,24
S00112385,79,11,1,10,27,9,3,-,6,1,3,1,2,19
S00112386,71,17,1,16,12,5,3,1,-,3,3,2,1,27
S00112387,88,24,3,21,30,11,3,1,2,1,-,-,-,16
S00112388,80,16,1,15,20,3,6,2,2,2,1,-,1,28
S00112389,100,21,-,21,25,13,5,1,3,5,2,1,1,25
S00112390,96,32,4,28,33,9,2,-,2,5,1,-,1,12
S00112391,41,5,1,4,14,5,5,4,5,-,-,-,-,3
S00112392,42,9,-,9,16,3,3,-,1,1,3,-,3,6
S00112393,108,18,6,12,23,7,9,3,3,4,3,1,2,38
S00112394,68,22,2,20,20,11,2,-,3,-,-,-,-,10
S00112395,132,23,1,22,34,12,1,8,4,2,4,-,4,44
S00112396,84,12,1,11,11,4,5,3,10,8,4,4,-,27
S00112397,88,3,-,3,11,14,1,3,13,12,5,1,4,26
S00112398,85,6,1,5,10,8,4,8,14,15,5,2,3,15
S00112399,98,2,1,1,15,12,4,1,15,12,2,-,2,35
S00112400,73,6,1,5,10,5,6,5,15,11,9,5,4,6
S00112401,76,8,-,8,15,4,2,2,6,3,1,1,-,35
S00112402,102,14,2,12,11,5,5,1,5,1,4,2,2,56
S00112403,62,6,-,6,7,7,1,5,7,1,4,3,1,24
S00112404,70,9,1,8,12,6,2,3,2,6,4,4,-,26
S00112405,54,3,-,3,4,9,3,-,5,4,7,4,3,19
S00112406,64,11,-,11,9,7,2,7,6,4,2,1,1,16
S00112407,58,5,-,5,10,5,3,4,2,10,3,1,2,16
S00112408,95,7,-,7,18,10,6,6,17,11,9,6,3,11
S00112409,91,11,2,9,11,11,4,6,4,7,9,8,1,28
S00112410,97,11,2,9,32,9,2,2,6,4,3,2,1,28
S00112411,97,10,-,10,12,11,3,5,8,5,3,1,2,40
S00112412,79,17,1,16,26,4,3,3,4,1,1,-,1,20
S00112413,79,19,2,17,17,3,1,2,2,1,2,2,-,32
S00112414,63,13,-,13,14,4,-,-,5,4,-,-,-,23
S00112415,82,9,1,8,30,11,2,1,8,4,4,2,2,13
S00112416,86,21,-,21,19,7,1,2,3,2,3,2,1,28
S00112417,41,3,-,3,6,9,1,2,8,3,4,3,1,5
S00112418,111,19,4,15,31,12,4,6,10,11,1,1,-,17
S00112419,86,27,6,21,26,9,5,-,3,1,2,1,1,13
S00112420,52,13,-,13,19,4,1,3,4,-,1,1,-,7
S00112421,130,39,5,34,32,7,8,3,7,4,2,-,2,28
S00112422,62,15,1,14,16,5,6,3,1,3,2,-,2,11
S00112423,89,26,4,22,28,6,5,6,5,1,2,2,-,10
S00112424,47,13,2,11,18,5,3,-,2,1,-,-,-,5
S00112425,64,19,1,18,22,5,3,2,1,-,2,1,1,10
S00112426,88,29,3,26,18,9,7,2,1,3,2,1,1,17
S00112427,84,19,2,17,33,3,1,2,4,3,-,-,-,19
S00112428,72,23,4,19,15,6,2,4,2,-,1,-,1,19
S00112429,70,19,1,18,24,9,4,1,2,-,1,-,1,10
S00112430,59,17,-,17,12,1,2,1,1,-,-,-,-,25
S00112431,61,17,5,12,18,2,3,1,2,1,-,-,-,17
S00112432,78,18,4,14,21,7,2,3,3,5,1,-,1,18
S00112433,98,27,3,24,25,4,5,2,5,3,4,2,2,23
S00112434,139,34,3,31,47,14,7,2,3,4,6,2,4,22
S00112435,121,31,4,27,32,9,5,1,5,1,4,3,1,33
S00112436,65,12,-,12,11,6,3,2,8,5,4,2,2,14
S00112437,49,6,1,5,8,5,3,4,7,6,3,2,1,7
S00112438,91,5,-,5,14,8,4,7,10,13,8,5,3,22
S00112439,105,4,-,4,22,10,5,12,17,13,3,2,1,19
S00112440,96,1,1,-,11,12,3,7,11,27,7,1,6,17
S00112441,57,2,-,2,11,6,1,3,11,12,8,4,4,3
S00112442,65,6,-,6,10,5,4,5,13,18,1,1,-,3
S00112443,71,15,2,13,14,6,4,2,4,5,8,3,5,13
S00112444,99,5,-,5,14,10,3,9,4,8,10,7,3,36
S00112445,74,12,-,12,14,3,1,2,7,4,2,2,-,29
S00112446,88,8,2,6,15,10,4,5,15,16,2,2,-,13
S00112447,128,32,3,29,27,10,1,3,2,4,4,3,1,45
S00112448,72,19,1,18,11,3,3,1,2,2,3,1,2,28
S00112449,54,10,1,9,17,7,3,1,3,-,1,1,-,12
S00112450,77,25,1,24,10,4,1,-,2,2,-,-,-,33
S00112451,72,12,-,12,13,8,-,3,4,5,-,-,-,27
S00112452,52,5,-,5,3,4,-,2,7,5,1,-,1,25
S00112453,127,17,2,15,30,13,17,4,10,5,4,3,1,27
S00112454,72,24,5,19,15,4,5,4,8,5,1,1,-,6
S00112455,99,16,1,15,37,9,6,2,10,6,1,1,-,12
S00112456,84,8,1,7,21,11,5,6,8,4,2,-,2,19
S00112457,69,7,-,7,16,8,2,7,10,8,4,3,1,7
S00112458,68,11,1,10,18,9,4,3,6,5,2,-,2,10
S00112459,61,13,3,10,12,6,2,6,5,1,1,1,-,15
S00112460,115,19,2,17,34,17,7,5,11,7,5,-,5,10
S00112461,79,11,-,11,27,8,4,1,5,9,3,-,3,11
S00112462,54,9,1,8,16,9,1,1,3,1,4,1,3,10
S00112463,71,8,2,6,17,7,-,3,15,9,2,1,1,10
S00112464,64,11,1,10,18,9,3,4,7,4,5,3,2,3
S00112465,53,10,2,8,18,4,2,1,7,2,3,1,2,6
S00112466,86,15,1,14,27,6,1,7,9,1,2,1,1,18
S00112467,66,9,-,9,20,9,2,5,2,2,3,2,1,14
S00112468,62,11,2,9,21,8,1,1,7,1,3,-,3,9
S00112469,97,16,3,13,23,17,4,6,6,-,1,-,1,24
S00112470,66,10,-,10,24,8,1,1,6,3,1,-,1,12
S00112471,79,13,-,13,9,15,4,7,6,5,3,2,1,17
S00112472,75,15,2,13,22,10,1,3,5,2,2,1,1,15
S00112473,63,3,-,3,6,6,4,6,13,14,8,5,3,3
S00112474,87,19,1,18,27,11,6,4,6,2,1,-,1,11
S00112475,80,13,-,13,22,10,-,5,8,2,2,-,2,18
S00112476,121,9,-,9,25,16,5,3,14,14,9,3,6,26
S00112477,111,11,3,8,31,14,2,6,9,12,3,3,-,23
S00112478,52,1,-,1,5,5,2,3,9,15,5,4,1,7
S00112479,62,3,1,2,7,14,2,9,9,9,5,3,2,4
S00112480,120,36,1,35,29,5,7,2,6,8,20,19,1,7
S00112481,106,27,1,26,47,11,3,4,4,3,3,2,1,4
S00112482,46,14,-,14,16,3,1,2,4,1,-,-,-,5
S00112483,61,2,-,2,8,6,5,6,16,9,6,6,-,3
S00112484,50,4,1,3,11,6,4,2,8,6,7,5,2,2
S00112485,101,35,3,32,34,4,4,3,5,2,3,3,-,11
S00112486,52,2,-,2,11,5,4,4,9,3,5,3,2,9
S00112487,81,6,-,6,17,10,7,3,11,10,7,4,3,10
S00112488,60,21,1,20,14,7,2,2,1,-,-,-,-,13
S00112489,70,9,-,9,22,4,3,6,8,5,1,1,-,12
S00112490,87,14,-,14,26,13,3,4,7,9,1,1,-,10
S00112491,77,18,1,17,24,6,3,4,5,2,3,1,2,12
S00112492,63,4,3,1,21,13,1,3,7,5,1,1,-,8
S00112493,99,16,1,15,29,6,1,7,4,6,8,6,2,22
S00112494,110,21,2,19,36,8,5,6,6,5,2,1,1,21
S00112495,87,4,1,3,14,18,7,2,16,7,6,6,-,13
S00112496,81,24,3,21,20,7,6,4,2,2,3,1,2,13
S00112497,105,24,5,19,35,9,6,6,4,2,3,2,1,16
S00112498,58,8,1,7,12,10,5,5,8,4,2,-,2,4
S00112499,100,19,5,14,25,14,8,5,6,6,7,3,4,10
S00112500,95,25,2,23,30,12,2,3,10,5,2,2,-,6
S00112501,109,30,1,29,39,8,6,7,3,3,-,-,-,13
S00112502,109,27,3,24,50,10,3,4,6,1,-,-,-,8
S00112503,98,23,-,23,28,10,6,6,7,-,9,6,3,9
S00112504,76,18,1,17,31,13,4,3,1,1,1,1,-,4
S00112505,127,39,7,32,26,13,11,1,5,4,3,1,2,25
S00112506,68,17,3,14,21,10,5,-,3,4,1,-,1,7
S00112507,43,13,-,13,15,3,2,-,3,-,-,-,-,7
S00112508,74,31,3,28,21,7,2,2,7,2,-,-,-,2
S00112509,98,27,4,23,22,12,6,3,3,4,4,3,1,17
S00112510,70,17,1,16,21,8,5,1,10,3,3,2,1,2
S00112511,109,49,6,43,32,10,3,3,2,4,1,1,-,5
S00112512,86,15,-,15,38,13,2,3,7,2,2,1,1,4
S00112513,113,47,8,39,39,9,3,2,4,2,3,2,1,4
S00112514,84,22,1,21,26,11,4,1,10,2,-,-,-,8
S00112515,125,28,3,25,36,15,6,8,13,7,1,1,-,11
S00112516,126,21,1,20,44,16,8,5,10,3,1,-,1,18
S00112517,100,18,3,15,42,7,9,1,3,1,3,1,2,16
S00112518,94,22,8,14,29,11,7,7,4,6,2,-,2,6
S00112519,107,33,4,29,34,13,3,6,8,1,1,1,-,8
S00112520,71,13,1,12,23,6,9,2,3,5,4,3,1,6
S00112521,92,7,-,7,23,14,3,4,15,7,2,-,2,17
S00112522,66,4,1,3,5,-,-,1,2,1,2,2,-,51
S00112523,223,13,-,13,30,9,3,3,9,6,5,5,-,145
S00112524,73,1,-,1,7,5,-,4,4,2,-,-,-,50
S00112525,105,10,1,9,14,2,4,5,8,2,2,2,-,58
S00112526,56,7,1,6,10,6,1,1,5,2,2,1,1,22
S00112527,109,21,2,19,27,8,2,5,4,3,1,-,1,38
S00112528,92,7,-,7,24,7,1,2,4,3,1,1,-,43
S00112529,119,15,1,14,16,11,7,4,9,2,1,1,-,54
S00112530,117,17,2,15,24,8,7,2,7,3,3,1,2,46
S00112531,142,29,6,23,36,16,5,2,6,4,1,1,-,43
S00112532,95,20,4,16,26,7,3,6,-,2,3,-,3,28
S00112533,107,21,4,17,35,4,11,3,2,1,1,1,-,29
S00112534,54,12,-,12,23,2,2,2,2,-,3,2,1,8
S00112535,82,19,1,18,31,6,5,2,-,4,3,3,-,12
S00112536,107,20,-,20,19,6,2,3,2,5,-,-,-,50
S00112537,78,14,1,13,13,2,5,-,6,2,4,2,2,32
S00112538,89,9,1,8,13,6,4,2,3,3,6,6,-,43
S00112539,67,7,1,6,3,3,1,1,1,1,1,1,-,49
S00112540,78,10,-,10,14,6,2,-,2,6,2,2,-,36
S00112541,51,4,2,2,6,1,2,-,5,-,-,-,-,33
S00112542,124,9,-,9,11,15,5,1,8,7,8,7,1,60
S00112543,90,9,1,8,10,4,2,1,9,2,8,6,2,45
S00112544,111,14,1,13,12,7,1,1,2,2,2,2,-,70
S00112545,122,7,-,7,15,10,-,5,7,1,1,1,-,76
S00112546,253,24,-,24,26,5,3,4,3,1,3,2,1,184
S00112547,144,7,1,6,18,3,3,2,3,4,3,3,-,101
S00112548,163,19,1,18,19,8,11,10,12,5,14,9,5,65
S00112549,87,19,1,18,21,5,4,3,2,1,-,-,-,32
S00112550,70,9,-,9,3,-,3,-,1,-,3,1,2,51
S00112551,82,6,1,5,6,5,2,-,5,2,2,2,-,54
S00112552,92,16,-,16,4,3,4,-,4,4,3,1,2,54
S00112553,112,13,1,12,13,5,4,2,2,1,1,1,-,71
S00112554,112,18,3,15,12,3,2,1,1,1,-,-,-,74
S00112555,82,9,1,8,8,7,1,4,3,4,5,2,3,41
S00112556,149,14,3,11,13,3,2,1,3,2,1,1,-,110
S00112557,100,12,1,11,20,3,6,1,3,2,-,-,-,53
S00112558,98,18,1,17,12,3,2,-,1,-,2,1,1,60
S00112559,91,7,-,7,8,2,2,1,2,-,1,1,-,68
S00112560,111,19,1,18,19,2,3,1,4,-,-,-,-,63
S00112561,95,4,-,4,16,3,3,1,6,5,3,-,3,54
S00112562,148,12,1,11,17,6,1,3,3,5,-,-,-,101
S00112563,117,7,2,5,18,10,3,4,9,10,9,4,5,47
S00112564,190,25,2,23,47,18,5,3,6,1,2,1,1,83
S00112565,98,19,2,17,21,2,6,-,2,1,-,-,-,47
S00112566,72,30,3,27,20,6,4,3,1,-,-,-,-,8
S00112567,62,10,-,10,12,5,2,-,4,2,4,1,3,23
S00112568,95,35,6,29,28,6,5,3,6,1,3,2,1,8
S00112569,88,29,1,28,31,6,3,1,4,2,2,1,1,10
S00112570,72,20,3,17,16,5,6,4,1,2,2,2,-,16
S00112571,81,27,3,24,24,5,3,1,1,4,4,3,1,12
S00112572,72,30,1,29,13,11,7,3,4,2,-,-,-,2
S00112573,83,25,4,21,21,3,5,3,4,-,8,7,1,14
S00112574,83,28,1,27,27,4,4,2,-,3,-,-,-,15
S00112575,88,12,4,8,19,5,2,4,1,2,2,1,1,41
S00112576,148,25,2,23,31,7,3,3,6,1,2,-,2,70
S00112577,45,18,3,15,16,3,3,1,1,-,2,1,1,1
S00112578,84,24,3,21,21,4,5,1,2,3,1,1,-,23
S00112579,155,25,12,13,28,11,7,4,5,5,-,-,-,70
S00112580,119,33,5,28,27,8,5,3,11,4,3,2,1,25
S00112581,120,15,1,14,23,4,5,2,3,1,4,2,2,63
S00112582,65,6,-,6,14,6,2,1,1,2,2,-,2,31
S00112583,93,6,-,6,14,3,1,3,1,2,3,2,1,60
S00112584,140,19,1,18,30,13,8,4,6,7,4,4,-,49
S00112585,95,11,-,11,17,3,5,1,2,3,2,1,1,51
S00112586,64,22,-,22,22,2,3,4,1,1,1,-,1,8
S00112587,103,32,4,28,21,6,1,3,6,4,6,2,4,24
S00112588,105,26,1,25,23,5,11,7,9,7,6,4,2,11
S00112589,50,18,3,15,15,4,2,2,5,-,-,-,-,4
S00112590,54,19,1,18,18,3,2,-,2,1,-,-,-,9
S00112591,65,33,1,32,19,4,2,1,3,-,-,-,-,3
S00112592,89,26,2,24,32,9,5,4,2,3,3,1,2,5
S00112593,113,27,2,25,29,11,7,1,5,1,4,2,2,28
S00112594,105,32,2,30,37,10,5,1,2,5,1,1,-,12
S00112595,95,18,2,16,36,7,9,2,3,5,4,4,-,11
S00112596,70,29,1,28,20,2,7,1,3,1,-,-,-,7
S00112597,72,15,4,11,28,7,6,2,3,4,2,1,1,5
S00112598,75,14,1,13,29,3,11,5,-,2,2,1,1,9
S00112599,73,18,1,17,28,4,7,1,4,3,-,-,-,8
S00112600,54,13,3,10,15,5,6,1,3,1,2,1,1,8
S00112601,78,22,2,20,21,5,8,4,2,2,3,2,1,11
S00112602,68,20,2,18,16,10,4,3,5,4,2,-,2,4
S00112603,86,24,2,22,31,5,10,2,7,3,-,-,-,4
S00112604,63,22,1,21,17,3,8,5,-,1,2,1,1,5
S00112605,93,34,4,30,23,3,5,2,4,4,1,1,-,17
S00112606,79,31,1,30,24,9,1,1,2,3,2,1,1,6
S00112607,98,27,2,25,28,12,7,-,4,3,2,2,-,15
S00112608,103,25,4,21,36,8,8,2,5,-,-,-,-,19
S00112609,119,38,5,33,21,6,10,3,3,-,-,-,-,38
S00112610,63,18,3,15,13,8,5,3,2,2,2,1,1,10
S00112611,123,44,7,37,39,11,8,1,6,2,5,2,3,7
S00112612,124,39,3,36,44,5,4,2,2,1,1,-,1,26
S00112613,95,25,3,22,22,12,6,3,9,5,5,4,1,8
S00112614,108,43,2,41,38,6,5,2,4,-,4,2,2,6
S00112615,112,44,3,41,31,12,3,-,1,3,-,-,-,18
S00112616,121,27,2,25,36,9,6,4,6,5,10,8,2,18
S00112617,115,36,3,33,22,4,5,2,5,2,1,-,1,38
S00112618,64,23,5,18,18,6,3,2,3,-,1,1,-,8
S00112619,81,30,3,27,33,1,5,2,1,-,1,-,1,8
S00112620,101,43,4,39,33,8,5,1,-,1,2,1,1,8
S00112621,77,23,2,21,27,5,-,1,2,1,5,2,3,13
S00112622,52,20,1,19,5,7,2,4,3,2,1,-,1,8
S00112623,75,26,2,24,19,6,2,1,1,1,-,-,-,19
S00112624,101,38,3,35,33,10,4,-,2,1,1,1,-,12
S00112625,78,25,5,20,22,6,-,3,3,1,-,-,-,18
S00112626,62,11,-,11,21,4,5,1,1,-,-,-,-,19
S00112627,71,22,1,21,23,3,1,-,2,2,-,-,-,18
S00112628,86,26,1,25,21,12,1,1,3,1,3,2,1,18
S00112629,59,20,1,19,13,6,2,3,4,-,2,2,-,9
S00112630,49,15,1,14,18,2,-,1,1,1,1,1,-,10
S00112631,94,33,2,31,32,4,2,3,4,1,2,1,1,13
S00112632,43,11,2,9,20,2,1,1,2,1,-,-,-,5
S00112633,89,37,4,33,23,9,1,-,7,-,-,-,-,12
S00112634,80,19,1,18,26,6,5,2,6,1,-,-,-,15
S00112635,154,39,5,34,25,12,8,6,10,17,26,26,-,11
S00112636,72,13,4,9,19,8,5,2,7,3,3,2,1,12
S00112637,114,26,1,25,35,13,5,10,3,1,7,7,-,14
S00112638,80,4,-,4,23,13,8,4,11,6,3,2,1,8
S00112639,55,11,2,9,18,11,3,2,5,1,2,2,-,2
S00112640,91,14,-,14,28,14,3,3,8,10,4,2,2,7
S00112641,43,8,-,8,18,7,5,2,2,1,-,-,-,-
S00112642,81,9,-,9,23,10,4,5,8,6,10,5,5,6
S00112643,47,2,-,2,13,6,1,4,6,1,1,1,-,13
S00112644,88,15,-,15,22,8,4,6,9,3,4,2,2,17
S00112645,107,15,2,13,29,21,12,8,5,5,2,2,-,10
S00112646,82,12,-,12,25,10,5,1,9,3,7,3,4,10
S00112647,90,16,1,15,28,11,2,4,7,5,4,3,1,13
S00112648,85,13,-,13,27,13,1,4,4,7,1,-,1,15
S00112649,91,10,1,9,31,15,5,3,11,2,6,3,3,8
S00112650,96,24,8,16,20,19,11,3,3,6,3,2,1,7
S00112651,129,25,2,23,39,11,12,3,10,7,5,4,1,17
S00112652,117,13,3,10,50,15,11,5,8,4,3,1,2,8
S00112653,72,13,2,11,27,7,2,4,4,6,3,2,1,6
S00112654,73,12,1,11,18,7,6,3,6,7,4,1,3,10
S00112655,80,21,2,19,26,7,2,1,8,2,4,4,-,9
S00112656,103,22,2,20,24,9,7,5,8,9,5,3,2,14
S00112657,84,15,1,14,28,8,8,3,9,2,2,2,-,9
S00112658,84,21,2,19,24,8,5,2,9,1,4,3,1,10
S00112659,88,13,-,13,29,8,2,4,7,8,3,1,2,14
S00112660,106,21,1,20,36,7,6,4,6,4,4,2,2,18
S00112661,99,18,2,16,25,9,3,7,7,1,3,-,3,26
S00112662,86,11,3,8,32,14,7,2,7,4,1,-,1,8
S00112663,78,17,2,15,24,4,6,5,4,2,4,3,1,12
S00112664,89,17,1,16,32,9,4,3,9,2,4,2,2,9
S00112665,86,27,1,26,18,9,2,4,7,3,2,2,-,14
S00112666,50,6,1,5,16,2,2,4,5,4,-,-,-,11
S00112667,70,11,2,9,20,12,-,-,5,4,3,1,2,15
S00112668,58,15,2,13,23,7,8,1,-,-,-,-,-,4
S00112669,112,19,2,17,20,5,4,1,7,5,1,-,1,50
S00112670,65,15,2,13,20,9,5,3,4,2,2,1,1,5
S00112671,91,34,4,30,26,9,6,-,3,1,-,-,-,12
S00112672,63,24,3,21,24,3,5,1,3,-,-,-,-,3
S00112673,86,37,4,33,22,9,2,1,1,2,1,1,-,11
S00112674,61,22,2,20,17,4,4,2,2,1,-,-,-,9
S00112675,107,30,6,24,37,12,7,3,3,3,2,1,1,10
S00112676,82,22,2,20,21,5,7,4,2,3,1,-,1,17
S00112677,110,35,4,31,39,8,9,-,2,3,4,1,3,10
S00112678,62,23,4,19,20,5,5,1,1,-,1,-,1,6
S00112679,68,22,3,19,21,6,7,3,1,2,2,1,1,4
S00112680,67,16,3,13,14,16,3,2,-,2,1,1,-,13
S00112681,56,14,2,12,18,5,6,5,1,1,1,-,1,5
S00112682,58,21,3,18,15,3,3,1,5,-,1,1,-,9
S00112683,99,34,5,29,29,12,2,2,5,5,4,2,2,6
S00112684,103,29,9,20,33,7,12,2,8,1,1,1,-,10
S00112685,96,29,2,27,25,4,6,4,7,-,4,4,-,17
S00112686,93,26,6,20,35,11,6,1,1,-,1,1,-,12
S00112687,57,10,2,8,19,4,5,-,8,1,1,1,-,9
S00112688,40,5,1,4,23,6,1,2,-,1,-,-,-,2
S00112689,104,30,1,29,32,7,12,6,5,2,4,2,2,6
S00112690,79,22,2,20,20,8,7,2,4,2,1,1,-,13
S00112691,75,24,3,21,27,7,9,1,1,2,-,-,-,4
S00112692,114,38,3,35,37,10,4,2,4,6,7,5,2,6
S00112693,58,16,2,14,23,3,1,3,5,-,-,-,-,7
S00112694,83,17,5,12,28,10,3,3,7,3,2,2,-,10
S00112695,67,16,2,14,25,9,2,2,4,1,2,2,-,6
S00112696,123,25,3,22,46,13,8,5,7,4,1,1,-,14
S00112697,83,14,2,12,32,9,5,5,4,6,1,1,-,7
S00112698,100,11,-,11,35,11,11,5,4,5,6,4,2,12
S00112699,94,19,1,18,27,9,4,8,3,3,2,2,-,19
S00112700,75,15,1,14,21,7,4,2,10,4,5,4,1,7
S00112701,82,8,1,7,22,19,3,6,4,3,2,-,2,15
S00112702,43,8,-,8,16,5,2,-,2,3,3,3,-,4
S00112703,90,23,1,22,20,8,9,1,6,5,5,5,-,13
S00112704,119,19,3,16,39,12,9,4,14,6,7,4,3,9
S00112705,71,12,1,11,24,7,5,3,7,3,3,3,-,7
S00112706,97,22,1,21,37,14,5,5,5,-,4,3,1,5
S00112707,76,15,1,14,15,19,6,5,5,2,2,1,1,7
S00112708,116,34,3,31,42,8,5,5,1,2,2,-,2,17
S00112709,62,11,4,7,17,10,1,5,8,-,2,2,-,8
S00112710,119,40,7,33,26,12,9,7,2,3,6,5,1,14
S00112711,99,28,2,26,35,9,5,3,1,4,3,1,2,11
S00112712,92,25,4,21,40,3,5,-,1,1,2,2,-,15
S00112713,98,37,6,31,27,9,1,3,6,4,3,2,1,8
S00112714,66,24,2,22,22,7,3,1,-,1,-,-,-,8
S00112715,79,29,3,26,29,7,4,2,2,1,1,-,1,4
S00112716,65,9,3,6,12,9,8,3,9,7,2,2,-,6
S00112717,71,15,2,13,19,17,4,4,4,1,2,2,-,5
S00112718,58,14,-,14,19,11,3,1,3,1,2,2,-,4
S00112719,56,8,3,5,11,7,3,3,8,6,4,3,1,6
S00112720,66,19,7,12,16,5,2,4,4,8,4,3,1,4
S00112721,66,8,2,6,13,7,7,3,9,6,3,1,2,10
S00112722,78,7,-,7,14,3,2,4,13,13,5,4,1,17
S00112723,96,10,1,9,17,13,2,4,5,10,6,4,2,29
S00112724,63,5,-,5,7,7,5,4,11,12,6,3,3,6
S00112725,64,8,2,6,14,7,3,5,5,11,8,5,3,3
S00112726,63,3,-,3,6,2,-,5,13,24,8,8,-,2
S00112727,72,5,1,4,31,12,4,4,6,6,2,2,-,2
S00112728,84,11,-,11,21,12,3,8,4,9,4,2,2,12
S00112729,106,7,1,6,17,13,3,10,14,13,12,7,5,17
S00112730,75,4,-,4,8,3,3,5,12,21,8,4,4,11
S00112731,91,9,2,7,21,15,2,2,19,16,3,1,2,4
S00112732,103,9,1,8,22,22,7,6,12,5,5,3,2,15
S00112733,59,7,1,6,22,9,2,4,8,1,1,1,-,5
S00112734,90,10,2,8,20,22,5,8,9,4,5,3,2,7
S00112735,81,13,-,13,34,7,-,2,8,5,4,2,2,8
S00112736,93,15,1,14,22,7,3,5,8,9,11,7,4,13
S00112737,55,5,-,5,22,9,2,3,5,3,3,2,1,3
S00112738,58,5,2,3,17,12,1,3,5,2,6,3,3,7
S00112739,72,8,-,8,26,14,1,8,5,3,4,2,2,3
S00112740,51,5,1,4,22,7,2,3,4,1,3,2,1,4
S00112741,49,4,-,4,15,7,4,6,7,1,2,1,1,3
S00112742,124,16,-,16,36,20,8,7,17,11,3,1,2,6
S00112743,73,17,2,15,18,12,6,4,2,3,-,-,-,11
S00112744,99,15,1,14,27,13,2,4,3,4,6,3,3,25
S00112745,42,7,2,5,12,2,3,1,3,3,5,4,1,6
S00112746,108,15,-,15,32,8,7,9,14,8,3,-,3,12
S00112747,72,5,1,4,8,12,1,6,16,11,6,3,3,7
S00112748,54,-,-,-,9,12,2,5,11,10,2,2,-,3
S00112749,70,3,1,2,15,12,1,5,10,11,4,3,1,9
S00112750,84,3,-,3,17,5,10,7,18,12,5,5,-,7
S00112751,54,3,-,3,13,4,4,7,4,8,4,3,1,7
S00112752,134,20,2,18,37,23,10,6,14,11,4,1,3,9
S00112753,108,18,2,16,34,15,8,4,9,5,3,2,1,12
S00112754,100,9,-,9,21,20,4,8,16,11,5,3,2,6
S00112755,89,14,2,12,15,18,4,9,7,2,5,2,3,15
S00112756,76,11,-,11,12,13,1,3,5,5,6,3,3,20
S00112757,40,3,-,3,7,4,1,3,6,7,4,4,-,5
S00112758,66,11,1,10,9,6,4,3,10,6,6,5,1,11
S00112759,64,1,-,1,20,14,-,6,10,5,5,4,1,3
S00112760,69,1,-,1,14,9,3,6,11,17,5,5,-,3
S00112761,133,1,-,1,12,15,7,11,30,28,18,10,8,11
S00112762,89,1,-,1,13,6,2,14,17,10,18,12,6,8
S00112763,55,-,-,-,8,8,5,2,3,12,8,4,4,9
S00112764,45,1,-,1,8,6,3,2,14,7,2,2,-,2
S00112765,49,1,1,-,3,3,2,2,14,14,8,7,1,2
S00112766,145,5,1,4,16,33,7,16,26,21,14,8,6,7
S00112767,74,-,-,-,3,5,2,5,27,11,14,11,3,7
S00112768,80,3,1,2,7,14,2,7,17,13,9,6,3,8
S00112769,59,3,1,2,8,9,3,7,11,11,4,3,1,3
S00112770,71,3,-,3,14,6,4,6,11,13,6,4,2,8
S00112771,87,9,1,8,15,12,6,10,9,19,4,4,-,3
S00112772,69,4,1,3,13,12,3,6,8,14,5,3,2,4
S00112773,89,6,-,6,13,16,5,5,23,15,3,1,2,3
S00112774,71,2,1,1,8,8,4,9,10,15,11,7,4,4
S00112775,54,3,-,3,7,7,3,5,12,12,3,2,1,2
S00112776,65,4,1,3,13,8,3,5,11,12,6,5,1,3
S00112777,65,5,1,4,17,8,5,5,13,7,1,1,-,4
S00112778,63,4,-,4,6,11,2,3,12,16,6,3,3,3
S00112779,40,2,-,2,5,9,1,4,11,5,-,-,-,3
S00112780,67,5,2,3,11,14,4,3,5,13,11,8,3,1
S00112781,45,-,-,-,6,4,-,3,12,10,8,6,2,2
S00112782,46,3,-,3,8,4,2,1,9,10,7,3,4,2
S00112783,65,7,-,7,14,11,2,1,9,10,7,4,3,4
S00112784,83,1,-,1,15,13,4,5,13,19,7,5,2,6
S00112785,67,2,-,2,14,9,2,6,13,13,-,-,-,8
S00112786,67,-,-,-,9,12,3,3,21,12,5,4,1,2
S00112787,62,-,-,-,10,9,5,6,11,12,3,2,1,6
S00112788,117,3,-,3,18,21,4,14,24,15,6,3,3,12
