,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S00128838,107,0,1,102,1,0,0,0,3
S00128839,127,4,0,120,0,0,0,0,3
S00128840,93,4,2,81,0,0,1,0,5
S00128841,195,12,1,167,1,0,1,0,13
S00128842,100,7,0,92,0,0,0,0,1
S00128843,136,1,0,128,0,0,0,2,5
S00128844,90,3,0,82,0,0,3,0,2
S00128845,87,4,0,82,0,0,0,0,1
S00128846,128,2,0,123,0,0,0,0,3
S00128847,79,0,0,77,0,1,1,0,0
S00128848,106,1,1,102,0,1,1,0,0
S00128849,106,4,1,96,0,0,0,1,4
S00128850,175,5,2,160,0,1,1,0,6
S00128851,176,5,2,159,0,0,3,0,7
S00128852,161,3,1,151,1,0,0,1,4
S00128853,110,6,0,97,0,1,0,4,2
S00128854,190,5,2,160,2,0,2,0,19
S00128855,201,3,3,177,0,0,5,0,13
S00128856,85,4,0,78,0,0,1,2,0
S00128857,96,2,2,89,0,0,0,2,1
S00128858,51,0,0,46,0,0,2,3,0
S00128859,89,3,0,81,1,0,0,2,2
S00128860,136,5,0,126,0,0,0,0,5
S00128861,113,0,3,109,0,0,1,0,0
S00128862,68,0,0,67,0,0,0,0,1
S00128863,247,12,0,221,0,0,1,0,13
S00128864,107,4,2,101,0,0,0,0,0
S00128865,144,5,0,133,0,0,0,0,6
S00128866,80,0,0,80,0,0,0,0,0
S00128867,64,3,0,51,0,1,0,0,9
S00128868,210,7,1,194,0,0,0,0,8
S00128869,122,7,0,108,2,0,2,0,3
S00128870,70,2,1,66,0,0,0,0,1
S00128871,70,1,0,66,0,1,1,0,1
S00128872,79,3,0,70,1,0,0,0,5
S00128873,126,3,0,118,0,1,1,0,3
S00128874,75,10,0,65,0,0,0,0,0
S00128875,105,5,0,97,0,1,1,1,0
S00128876,73,0,1,71,0,0,0,0,1
S00128877,102,8,0,90,0,0,2,0,2
S00128878,73,3,0,68,0,0,0,2,0
S00128879,93,5,0,87,0,0,0,0,1
S00128880,80,4,1,72,0,0,1,0,2
S00128881,202,13,3,176,1,0,0,0,9
S00128882,72,4,1,63,0,0,0,0,4
S00128883,107,2,0,104,0,1,0,0,0
S00128884,254,12,1,236,0,0,2,1,2
S00128885,166,11,0,132,2,1,4,0,16
S00128886,197,15,0,171,0,0,0,1,10
S00128887,68,8,3,56,0,0,0,0,1
S00128888,59,1,0,57,0,0,0,0,1
S00128889,107,3,0,103,0,0,0,0,1
S00128890,107,3,1,101,1,0,1,0,0
S00128891,158,4,0,153,0,0,0,0,1
S00128892,60,1,0,55,0,1,0,3,0
S00128893,123,2,0,119,0,1,1,0,0
S00128894,78,6,0,70,0,0,1,0,1
S00128895,109,3,0,106,0,0,0,0,0
S00128896,84,5,0,77,0,0,1,0,1
S00128897,308,8,1,290,0,1,1,1,6
S00128898,139,5,0,129,1,0,0,0,4
S00128899,124,3,0,119,0,0,0,0,2
S00128900,167,16,0,137,0,0,0,0,14
S00128901,110,8,0,98,0,0,0,0,4
S00128902,167,3,0,161,0,2,0,0,1
S00128903,117,4,4,107,0,0,0,0,2
S00128904,168,5,1,158,1,0,2,0,1
S00128905,116,2,0,101,2,2,2,0,7
S00128906,157,8,0,143,1,0,0,2,3
S00128907,99,5,0,89,0,0,2,1,2
S00128908,145,4,0,138,0,0,0,0,3
S00128909,51,2,0,48,0,0,0,0,1
S00128910,151,4,0,145,0,1,0,0,1
S00128911,55,0,0,51,0,0,0,3,1
S00128912,94,2,0,88,0,0,0,4,0
S00128913,92,3,0,87,0,0,0,0,2
S00128914,125,4,0,117,0,1,0,0,3
S00128915,112,1,0,111,0,0,0,0,0
S00128916,111,4,0,106,0,1,0,0,0
S00128917,121,4,0,117,0,0,0,0,0
S00128918,172,15,0,154,0,0,0,0,3
S00128919,131,14,0,111,3,0,0,0,3
S00128920,171,5,0,159,0,3,1,0,3
S00128921,147,9,0,131,0,1,1,0,5
S00128922,91,4,0,86,0,0,0,0,1
S00128923,167,7,4,153,0,0,0,0,3
S00128924,108,9,0,96,0,0,1,0,2
S00128925,150,4,2,137,0,0,2,0,5
S00128926,212,11,0,189,0,0,0,1,11
S00128927,95,3,1,91,0,0,0,0,0
S00128928,160,8,0,150,0,0,0,0,2
S00128929,86,1,0,81,0,2,0,0,2
S00128930,138,2,0,135,0,0,0,0,1
S00128931,104,2,0,99,0,0,3,0,0
S00128932,195,2,2,178,0,1,0,5,7
S00128933,84,3,0,80,0,0,0,0,1
S00128934,169,4,0,159,0,0,1,0,5
S00128935,80,4,0,75,1,0,0,0,0
S00128936,166,3,0,160,0,1,0,0,2
S00128937,124,6,0,110,0,0,0,4,4
S00128938,114,0,0,105,0,0,0,8,1
S00128939,165,9,1,137,0,0,2,7,9
S00128940,122,3,3,107,0,1,1,0,7
S00128941,83,2,1,74,0,3,1,0,2
S00128942,162,6,0,145,0,0,1,3,7
S00128943,148,18,1,123,0,0,0,1,5
S00128944,117,18,0,94,1,1,1,1,1
S00128945,85,13,0,61,1,0,0,6,4
S00128946,68,25,0,36,1,1,1,0,4
S00128947,197,41,2,149,4,0,1,0,0
S00128948,118,35,2,78,0,1,0,0,2
S00128949,165,36,0,118,0,0,3,0,8
S00128950,170,37,0,122,0,2,3,1,5
S00128951,168,30,0,135,2,1,0,0,0
S00128952,121,33,2,77,1,1,1,0,6
S00128953,208,35,0,165,3,0,1,1,3
S00128954,111,21,4,83,0,1,1,0,1
S00128955,101,18,0,73,0,0,5,0,5
S00128956,54,6,1,46,0,0,0,1,0
S00128957,177,29,0,141,2,0,1,0,4
S00128958,81,11,0,70,0,0,0,0,0
S00128959,148,15,1,128,0,2,1,1,0
S00128960,100,17,1,78,0,0,2,0,2
S00128961,83,12,0,66,4,0,0,0,1
S00128962,238,43,0,192,0,0,2,0,1
S00128963,91,12,0,77,1,0,0,0,1
S00128964,76,10,0,65,0,0,0,0,1
S00128965,131,4,0,120,1,0,0,5,1
S00128966,134,12,0,108,0,0,3,7,4
S00128967,76,3,0,73,0,0,0,0,0
S00128968,198,27,0,164,0,1,1,1,4
S00128969,135,21,0,102,2,1,3,0,6
S00128970,126,25,0,93,1,3,2,0,2
S00128971,164,19,0,136,5,0,0,0,4
S00128972,147,18,0,123,1,1,2,0,2
S00128973,117,5,0,109,1,0,2,0,0
S00128974,172,28,0,138,1,0,0,0,5
S00128975,158,30,0,121,0,6,0,0,1
S00128976,97,12,1,80,1,0,0,0,3
S00128977,85,11,0,69,2,0,3,0,0
S00128978,96,14,0,76,2,0,1,2,1
S00128979,108,27,0,78,1,1,0,0,1
S00128980,81,14,0,64,1,1,1,0,0
S00128981,82,12,0,69,0,0,1,0,0
S00128982,161,44,0,112,1,0,2,0,2
S00128983,106,11,0,94,0,0,1,0,0
S00128984,103,17,0,80,0,0,1,1,4
S00128985,132,12,0,113,1,0,1,0,5
S00128986,85,14,0,70,1,0,0,0,0
S00128987,115,23,0,91,0,0,0,0,1
S00128988,67,7,0,56,0,3,0,0,1
S00128989,154,13,0,137,0,0,1,0,3
S00128990,130,10,0,112,4,0,3,0,1
S00128991,148,22,0,116,1,6,1,2,0
S00128992,162,20,0,135,2,0,1,0,4
S00128993,98,25,0,65,1,0,0,0,7
S00128994,67,10,0,57,0,0,0,0,0
S00128995,144,23,1,117,0,1,0,0,2
S00128996,175,26,1,141,1,0,3,0,3
S00128997,59,10,2,46,0,0,0,0,1
S00128998,170,22,1,147,0,0,0,0,0
S00128999,114,20,1,86,0,4,0,0,3
S00129000,108,10,0,95,0,0,0,0,3
S00129001,74,11,0,61,0,0,1,0,1
S00129002,61,8,0,53,0,0,0,0,0
S00129003,165,5,0,155,0,0,1,0,4
S00129004,234,15,0,210,0,0,2,6,1
S00129005,169,4,0,163,0,0,1,0,1
S00129006,59,2,0,57,0,0,0,0,0
S00129007,183,5,0,176,0,0,1,0,1
S00129008,136,32,0,101,0,0,2,1,0
S00129009,153,16,0,133,0,0,0,0,4
S00129010,74,11,0,61,0,1,0,0,1
S00129011,114,16,0,91,3,0,0,2,2
S00129012,111,24,0,85,0,1,1,0,0
S00129013,195,48,0,142,0,0,0,0,5
S00129014,61,22,0,34,0,1,0,0,4
S00129015,88,15,0,68,1,0,0,1,3
S00129016,138,32,0,100,1,0,0,0,5
S00129017,85,23,0,51,1,1,6,0,3
S00129018,85,28,2,51,0,0,2,0,2
S00129019,60,10,0,49,0,0,0,0,1
S00129020,117,23,1,89,2,0,1,1,0
S00129021,69,8,0,57,3,0,1,0,0
S00129022,94,30,1,58,1,2,2,0,0
S00129023,128,26,1,93,0,1,1,3,3
S00129024,111,26,1,80,0,1,0,2,1
S00129025,99,25,0,65,5,0,0,0,4
S00129026,148,18,0,113,3,0,1,10,3
S00129027,94,5,3,74,0,4,0,5,3
S00129028,114,5,0,109,0,0,0,0,0
S00129029,85,2,0,74,0,5,1,0,3
S00129030,154,15,1,110,1,4,1,19,3
S00129031,96,12,0,74,4,0,1,4,1
S00129032,58,6,0,50,1,0,0,0,1
S00129033,139,14,0,117,0,0,0,6,2
S00129034,150,17,0,131,0,0,0,0,2
S00129035,73,3,0,58,0,0,2,7,3
S00129036,179,19,0,146,1,0,1,11,1
S00129037,113,8,0,95,1,0,1,6,2
S00129038,99,5,0,83,1,0,0,7,3
S00129039,107,13,0,87,6,1,0,0,0
S00129040,121,6,0,112,0,0,1,1,1
S00129041,145,12,0,125,1,0,3,2,2
S00129042,88,5,0,70,0,3,0,2,8
S00129043,161,19,0,135,0,0,0,3,4
S00129044,122,6,3,105,1,3,0,4,0
S00129045,180,11,1,162,0,1,2,2,1
S00129046,121,12,0,102,0,0,0,5,2
S00129047,93,6,0,85,1,0,0,0,1
S00129048,94,10,0,80,1,1,0,2,0
S00129049,94,14,2,72,0,0,1,0,5
S00129050,76,7,0,65,1,0,0,0,3
S00129051,104,11,0,87,0,1,3,1,1
S00129052,136,8,0,126,1,0,0,0,1
S00129053,62,6,1,43,0,0,1,8,3
S00129054,69,7,0,56,0,0,1,3,2
S00129055,87,7,0,71,0,0,2,6,1
S00129056,79,5,1,68,0,1,0,1,3
S00129057,69,10,0,56,0,0,0,2,1
S00129058,94,19,0,70,0,0,2,0,3
S00129059,65,9,0,51,0,0,0,2,3
S00129060,85,4,2,53,1,3,3,7,12
S00129061,80,4,0,69,0,4,0,3,0
S00129062,194,22,1,169,0,0,2,0,0
S00129063,122,16,1,92,0,1,0,8,4
S00129064,65,12,0,52,0,0,0,0,1
S00129065,67,3,0,59,0,0,3,0,2
S00129066,96,10,0,58,0,3,1,8,16
S00129067,119,8,0,98,3,0,2,5,3
S00129068,89,7,0,80,0,0,1,0,1
S00129069,144,9,0,122,3,1,0,7,2
S00129070,160,11,1,120,0,9,1,12,6
S00129071,87,6,0,74,0,0,0,4,3
S00129072,102,7,0,76,0,0,0,13,6
S00129073,113,6,0,106,0,0,0,0,1
S00129074,78,13,1,63,1,0,0,0,0
S00129075,167,16,1,143,0,4,0,0,3
S00129076,112,10,0,86,1,4,2,5,4
S00129077,50,12,0,33,2,0,1,2,0
S00129078,146,18,0,124,2,1,1,0,0
S00129079,82,7,2,72,0,0,0,0,1
S00129080,62,10,0,47,0,0,1,2,2
S00129081,77,9,0,63,1,3,0,1,0
S00129082,69,6,0,58,1,0,1,3,0
S00129083,73,12,1,55,0,0,0,3,2
S00129084,91,15,0,62,1,1,0,9,3
S00129085,156,7,0,146,0,0,0,0,3
S00129086,85,16,0,67,0,0,0,0,2
S00129087,101,19,0,74,1,0,0,0,7
S00129088,81,16,0,62,2,1,0,0,0
S00129089,135,17,0,108,2,0,2,4,2
S00129090,163,22,1,133,2,0,2,0,3
S00129091,167,50,1,100,1,1,5,4,5
S00129092,66,6,1,58,0,0,0,0,1
S00129093,61,3,0,55,0,0,3,0,0
S00129094,74,2,0,65,0,0,1,5,1
S00129095,79,7,0,69,1,0,0,2,0
S00129096,139,11,0,122,0,0,1,4,1
S00129097,64,7,0,56,1,0,0,0,0
S00129098,88,13,0,68,1,0,0,1,5
S00129099,130,11,0,100,2,0,0,1,16
S00129100,202,31,4,158,2,0,1,1,5
S00129101,137,18,1,114,0,0,0,0,4
S00129102,79,6,0,66,0,7,0,0,0
S00129103,153,9,1,120,1,5,3,0,14
S00129104,199,18,0,167,0,0,3,5,6
S00129105,99,15,2,82,0,0,0,0,0
S00129106,61,10,0,50,0,0,1,0,0
S00129107,251,48,0,194,2,0,2,2,3
S00129108,75,22,1,47,1,0,0,0,4
S00129109,134,11,0,117,0,0,0,3,3
S00129110,58,16,1,39,0,0,1,0,1
S00129111,175,32,1,126,1,1,4,0,10
S00129112,98,8,0,87,0,2,0,0,1
S00129113,215,14,0,186,1,0,5,4,5
S00129114,147,10,0,124,0,6,3,4,0
S00129115,119,19,0,98,0,0,0,0,2
S00129116,117,13,1,100,0,0,0,2,1
S00129117,60,13,1,43,2,0,0,1,0
S00129118,154,35,4,106,2,3,0,1,3
S00129119,106,34,0,66,3,0,2,0,1
S00129120,76,13,0,56,0,1,0,4,2
S00129121,161,35,0,121,0,0,2,0,3
S00129122,146,26,0,109,1,6,2,0,2
S00129123,106,12,0,87,0,0,2,1,4
S00129124,97,7,0,79,1,1,2,4,3
S00129125,154,21,1,129,2,0,0,0,1
S00129126,54,5,0,46,1,0,0,2,0
S00129127,129,11,1,108,1,1,0,4,3
S00129128,72,9,0,59,1,0,1,0,2
S00129129,114,4,1,108,0,0,0,0,1
S00129130,63,9,0,49,1,0,0,3,1
S00129131,164,9,0,133,0,0,2,13,7
S00129132,110,6,0,100,0,0,0,0,4
S00129133,76,6,0,64,0,0,0,4,2
S00129134,109,22,0,82,0,2,0,1,2
S00129135,138,15,0,111,2,0,0,1,9
S00129136,95,5,0,90,0,0,0,0,0
S00129137,95,4,0,81,0,0,1,4,5
S00129138,77,11,0,62,1,0,0,1,2
S00129139,85,7,0,71,1,1,0,0,5
S00129140,94,6,0,76,1,4,0,3,4
S00129141,270,33,0,203,2,12,8,8,4
S00129142,120,6,3,109,0,0,1,0,1
S00129143,136,9,2,119,0,0,0,3,3
S00129144,117,20,4,88,0,0,1,0,4
S00129145,73,8,0,58,1,0,0,0,6
S00129146,150,18,1,123,2,1,0,0,5
S00129147,150,14,0,130,0,4,2,0,0
S00129148,124,11,0,107,2,0,1,1,2
S00129149,112,9,5,98,0,0,0,0,0
S00129150,60,5,0,52,0,0,1,0,2
S00129151,109,18,0,86,0,0,1,2,2
S00129152,137,9,4,119,1,2,0,0,2
S00129153,168,19,2,145,0,0,1,0,1
S00129154,114,7,0,98,0,4,3,0,2
S00129155,171,13,4,148,0,1,0,0,5
S00129156,101,13,0,86,0,0,1,0,1
S00129157,178,36,3,128,2,1,4,0,4
S00129158,196,18,1,168,1,3,0,3,2
S00129159,113,10,2,98,0,0,1,1,1
S00129160,137,8,2,124,2,0,0,0,1
S00129161,75,10,3,58,1,1,1,0,1
S00129162,98,23,2,69,1,0,0,3,0
S00129163,105,15,0,83,1,0,2,0,4
S00129164,127,21,1,100,1,0,0,2,2
S00129165,82,12,2,54,0,0,0,0,14
S00129166,102,21,1,78,0,0,1,1,0
S00129167,67,1,0,66,0,0,0,0,0
S00129168,68,3,0,65,0,0,0,0,0
S00129169,119,9,6,101,1,0,0,1,1
S00129170,176,16,2,155,0,1,2,0,0
S00129171,62,8,0,53,0,0,0,0,1
S00129172,170,15,1,141,1,0,5,0,7
S00129173,72,7,0,61,0,0,1,0,3
S00129174,228,24,7,193,0,0,1,0,3
S00129175,117,7,0,104,2,0,1,0,3
S00129176,147,18,4,118,1,1,3,0,2
S00129177,94,20,3,65,3,2,0,0,1
S00129178,133,7,0,124,0,0,1,0,1
S00129179,64,12,0,49,1,0,0,0,2
S00129180,81,6,0,72,2,0,0,0,1
S00129181,107,12,1,93,0,0,0,0,1
S00129182,134,29,3,101,0,0,0,0,1
S00129183,54,7,1,44,0,0,0,0,2
S00129184,152,17,0,125,0,1,6,0,3
S00129185,101,2,0,97,0,0,0,1,1
S00129186,112,11,4,93,0,0,2,0,2
S00129187,102,12,1,87,0,0,0,0,2
S00129188,167,20,1,140,1,0,0,0,5
S00129189,86,7,4,68,2,4,0,0,1
S00129190,100,10,0,89,0,0,1,0,0
S00129191,136,6,1,122,1,0,0,0,6
S00129192,70,5,5,60,0,0,0,0,0
S00129193,85,7,0,76,0,1,0,0,1
S00129194,134,12,0,115,1,1,3,0,2
S00129195,68,7,0,58,0,0,0,0,3
S00129196,166,23,0,140,0,0,0,0,3
S00129197,101,11,0,85,0,0,0,0,5
S00129198,77,14,2,51,0,1,4,0,5
S00129199,87,11,8,65,0,0,2,1,0
S00129200,100,19,2,74,0,0,0,3,2
S00129201,106,23,9,65,0,0,1,2,6
S00129202,83,16,2,55,1,2,2,4,1
S00129203,96,16,1,72,2,0,3,0,2
S00129204,164,36,5,120,0,2,0,0,1
S00129205,102,48,3,45,3,1,1,0,1
S00129206,105,48,2,48,2,1,1,0,3
S00129207,62,17,0,42,0,0,2,0,1
S00129208,149,25,2,108,2,0,1,8,3
S00129209,127,24,3,97,0,0,1,0,2
S00129210,120,26,4,88,0,0,2,0,0
S00129211,109,15,1,88,0,1,0,1,3
S00129212,90,11,1,74,2,1,0,0,1
S00129213,134,21,1,106,0,4,0,1,1
S00129214,90,9,2,70,0,1,4,1,3
S00129215,82,5,0,71,1,0,1,0,4
S00129216,121,10,0,108,0,0,0,1,2
S00129217,93,5,0,86,0,0,0,0,2
S00129218,79,5,0,73,0,0,0,0,1
S00129219,61,2,0,57,0,0,1,0,1
S00129220,98,4,0,89,1,0,2,0,2
S00129221,95,5,0,88,0,1,0,0,1
S00129222,154,6,0,145,0,0,0,0,3
S00129223,131,16,0,114,0,0,1,0,0
S00129224,112,8,1,99,0,1,0,0,3
S00129225,176,7,0,164,0,0,0,0,5
S00129226,89,4,0,81,0,3,1,0,0
S00129227,91,14,5,71,0,0,0,0,1
S00129228,72,9,0,62,0,0,0,0,1
S00129229,70,1,1,68,0,0,0,0,0
S00129230,113,7,0,102,0,0,0,3,1
S00129231,123,12,3,100,0,1,1,0,6
S00129232,89,7,2,80,0,0,0,0,0
S00129233,86,12,1,70,0,0,1,0,2
S00129234,112,11,0,94,0,0,4,0,3
S00129235,158,13,3,140,1,0,0,0,1
S00129236,146,6,0,134,0,0,3,1,2
S00129237,115,6,2,102,0,1,2,0,2
S00129238,117,8,0,109,0,0,0,0,0
S00129239,107,4,1,102,0,0,0,0,0
S00129240,161,16,0,137,0,0,2,0,6
S00129241,167,8,0,159,0,0,0,0,0
S00129242,169,12,0,156,0,0,1,0,0
S00129243,156,5,5,141,0,3,1,0,1
S00129244,75,5,0,69,0,0,1,0,0
S00129245,87,7,0,74,1,1,2,2,0
S00129246,75,3,0,70,0,1,0,0,1
S00129247,111,2,1,104,0,0,1,2,1
S00129248,96,6,1,85,2,1,1,0,0
S00129249,182,9,6,164,1,0,1,0,1
S00129250,145,2,0,138,0,0,3,0,2
S00129251,124,2,0,119,0,0,2,0,1
S00129252,153,6,4,143,0,0,0,0,0
S00129253,151,6,0,143,0,0,0,0,2
S00129254,92,7,0,85,0,0,0,0,0
S00129255,85,6,0,79,0,0,0,0,0
S00129256,132,1,1,126,0,0,1,2,1
S00129257,100,9,1,86,0,0,0,4,0
S00129258,85,1,0,81,0,1,1,0,1
S00129259,75,6,0,69,0,0,0,0,0
S00129260,53,4,1,47,1,0,0,0,0
S00129261,133,7,0,124,0,1,1,0,0
S00129262,130,9,0,121,0,0,0,0,0
S00129263,182,7,0,165,3,0,1,0,6
S00129264,109,8,0,101,0,0,0,0,0
S00129265,165,7,1,155,1,0,1,0,0
S00129266,113,10,1,94,0,0,2,0,6
S00129267,169,10,1,145,0,0,1,4,8
S00129268,82,8,0,72,1,1,0,0,0
S00129269,145,8,1,129,0,0,4,0,3
S00129270,147,4,2,140,0,1,0,0,0
S00129271,73,0,1,69,0,0,0,2,1
S00129272,93,11,1,80,0,0,1,0,0
S00129273,74,4,2,67,0,0,0,0,1
S00129274,99,2,1,91,0,0,1,0,4
S00129275,101,1,1,97,1,0,0,0,1
S00129276,81,7,0,70,0,1,0,0,3
S00129277,66,6,0,60,0,0,0,0,0
S00129278,60,6,0,52,1,0,1,0,0
S00129279,84,10,0,71,0,0,2,0,1
S00129280,114,2,2,108,1,1,0,0,0
S00129281,78,1,0,73,0,0,0,3,1
S00129282,129,5,1,122,0,0,0,1,0
S00129283,109,8,0,98,0,1,0,0,2
S00129284,95,9,0,86,0,0,0,0,0
S00129285,112,9,0,102,0,0,0,1,0
S00129286,132,7,1,119,0,0,1,0,4
S00129287,76,5,0,68,0,0,1,0,2
S00129288,75,1,0,73,0,0,1,0,0
S00129289,155,12,1,140,1,0,0,0,1
S00129290,150,18,1,128,2,0,1,0,0
S00129291,106,2,0,104,0,0,0,0,0
S00129292,109,12,0,97,0,0,0,0,0
S00129293,106,2,0,103,0,0,0,0,1
S00129294,108,8,0,87,1,0,6,4,2
S00129295,212,6,1,202,0,0,3,0,0
S00129296,158,8,1,143,2,0,1,0,3
S00129297,57,2,0,54,0,0,1,0,0
S00129298,137,14,0,123,0,0,0,0,0
S00129299,98,9,1,86,1,0,0,1,0
S00129300,100,15,2,83,0,0,0,0,0
S00129301,151,13,2,126,1,1,1,3,4
S00129302,150,23,1,118,0,0,1,1,6
S00129303,125,12,4,98,0,0,2,2,7
S00129304,60,8,0,48,0,0,2,0,2
S00129305,60,6,1,42,0,0,6,0,5
S00129306,87,2,1,79,1,0,3,0,1
S00129307,97,10,6,71,1,1,5,3,0
S00129308,101,11,0,84,0,0,2,3,1
S00129309,96,7,0,82,0,0,0,6,1
S00129310,66,4,1,54,0,1,0,4,2
S00129311,122,7,0,114,0,0,0,0,1
S00129312,61,4,1,47,0,0,1,0,8
S00129313,59,5,1,46,0,0,1,4,2
S00129314,104,3,0,88,0,0,2,4,7
S00129315,85,12,0,68,1,0,3,0,1
S00129316,199,20,5,161,0,3,4,4,2
S00129317,163,12,1,149,0,0,1,0,0
S00129318,107,10,2,94,0,0,0,0,1
S00129319,108,20,2,80,2,1,1,2,0
S00129320,92,11,1,75,0,2,3,0,0
S00129321,103,14,0,84,0,0,1,1,3
S00129322,114,15,2,90,0,2,2,0,3
S00129323,131,7,3,115,0,1,0,0,5
S00129324,131,16,2,102,0,1,0,1,9
S00129325,165,19,1,135,3,2,1,0,4
S00129326,100,15,0,78,3,0,3,0,1
S00129327,106,17,1,81,0,2,1,0,4
S00129328,117,9,0,98,0,0,4,0,6
S00129329,108,13,4,87,0,0,2,0,2
S00129330,149,25,2,110,3,3,2,0,4
S00129331,73,4,0,64,0,0,2,0,3
S00129332,88,13,0,73,0,0,0,0,2
S00129333,96,11,0,84,0,0,1,0,0
S00129334,99,7,1,76,0,5,1,2,7
S00129335,183,11,2,161,0,1,2,4,2
S00129336,95,12,2,80,0,0,0,0,1
S00129337,135,10,1,122,1,0,0,0,1
S00129338,130,4,1,119,0,0,2,0,4
S00129339,108,10,0,94,0,0,0,0,4
S00129340,85,10,0,70,1,2,1,0,1
S00129341,80,7,0,70,0,1,0,2,0
S00129342,195,20,5,162,2,0,2,0,4
S00129343,107,5,0,101,0,0,0,0,1
S00129344,87,9,0,74,1,1,1,0,1
S00129345,125,3,2,119,0,0,0,0,1
S00129346,109,9,0,98,0,0,0,1,1
S00129347,135,5,0,122,0,0,5,0,3
S00129348,115,13,0,99,0,0,0,1,2
S00129349,112,14,0,98,0,0,0,0,0
S00129350,127,7,0,113,0,1,0,2,4
S00129351,122,2,0,117,0,0,0,0,3
S00129352,104,7,1,94,0,0,1,0,1
S00129353,89,10,1,73,0,1,1,0,3
S00129354,87,6,3,73,0,0,0,1,4
S00129355,198,5,1,189,0,0,0,0,3
S00129356,143,11,1,128,0,0,1,0,2
S00129357,195,5,5,173,1,0,6,3,2
S00129358,145,3,1,138,0,0,2,0,1
S00129359,126,4,1,117,0,0,0,4,0
S00129360,108,6,0,100,0,0,1,0,1
S00129361,106,9,0,93,0,0,3,0,1
S00129362,118,3,0,114,0,0,0,0,1
S00129363,113,4,2,106,0,0,0,0,1
S00129364,163,9,1,148,0,1,0,3,1
S00129365,141,5,1,131,1,0,0,0,3
S00129366,144,4,2,126,0,0,4,3,5
S00129367,101,4,1,93,0,0,0,0,3
S00129368,148,7,0,140,0,0,0,0,1
S00129369,111,6,0,101,1,0,1,0,2
S00129370,123,5,0,117,0,0,0,1,0
S00129371,57,0,0,56,0,0,1,0,0
S00129372,111,4,0,106,0,0,0,1,0
S00129373,74,1,1,71,0,0,0,0,1
S00129374,82,3,0,78,0,1,0,0,0
S00129375,98,9,1,83,0,0,2,0,3
S00129376,124,5,0,111,0,0,0,0,8
S00129377,96,8,1,85,0,0,2,0,0
S00129378,51,6,0,41,0,0,1,2,1
S00129379,74,5,1,68,0,0,0,0,0
S00129380,145,7,0,133,0,0,1,1,3
S00129381,96,1,2,91,1,0,0,0,1
S00129382,91,11,1,77,1,0,0,0,1
S00129383,62,4,0,57,0,0,1,0,0
S00129384,136,13,2,116,2,1,1,0,1
S00129385,175,11,1,159,0,1,1,0,2
S00129386,150,9,3,130,0,1,1,0,6
S00129387,177,14,0,156,0,0,1,3,3
S00129388,179,14,1,162,0,0,0,0,2
S00129389,149,8,0,140,0,0,0,0,1
S00129390,142,9,3,125,1,0,0,0,4
S00129391,123,10,0,111,0,1,0,0,1
S00129392,107,14,0,89,0,0,0,1,3
S00129393,95,4,1,88,0,0,0,0,2
S00129394,95,1,0,93,0,0,0,0,1
S00129395,124,2,2,116,0,0,3,1,0
S00129396,103,3,1,95,1,0,1,0,2
S00129397,133,6,0,123,0,1,1,0,2
S00129398,94,0,0,93,0,0,0,0,1
S00129399,91,3,2,83,0,0,2,1,0
S00129400,136,5,1,126,0,0,4,0,0
S00129401,166,4,1,157,0,1,1,0,2
S00129402,96,4,2,86,0,0,0,0,4
S00129403,105,7,1,96,0,0,0,0,1
S00129404,114,4,0,107,0,2,0,0,1
S00129405,90,9,1,79,0,0,1,0,0
S00129406,100,4,1,90,0,0,2,0,3
S00129407,138,9,1,122,1,0,1,2,2
S00129408,107,7,0,97,0,1,0,0,2
S00129409,130,8,0,117,0,0,4,0,1
S00129410,85,4,0,80,0,0,0,0,1
S00129411,134,2,1,130,0,1,0,0,0
S00129412,83,4,2,74,0,1,0,0,2
S00129413,112,7,2,102,0,0,0,0,1
S00129414,74,2,0,68,0,0,1,3,0
S00129415,122,13,1,101,1,1,2,1,2
S00129416,102,5,1,91,0,0,0,0,5
S00129417,104,10,1,87,0,1,1,0,4
S00129418,98,11,3,72,1,4,2,0,5
S00129419,82,12,0,70,0,0,0,0,0
S00129420,132,9,0,119,1,0,2,0,1
S00129421,120,9,0,109,0,0,0,0,2
S00129422,95,16,1,74,0,0,1,0,3
S00129423,127,18,3,102,1,1,1,0,1
S00129424,148,19,1,119,0,1,2,0,6
S00129425,104,10,2,85,1,1,4,0,1
S00129426,110,14,1,91,0,0,3,0,1
S00129427,131,14,8,104,1,0,1,0,3
S00129428,170,19,4,144,1,0,0,0,2
S00129429,165,17,2,138,0,0,0,0,8
S00129430,135,23,3,106,1,1,0,0,1
S00129431,110,13,4,86,1,0,2,1,3
S00129432,141,11,4,120,0,3,1,0,2
S00129433,138,17,2,111,1,0,2,0,5
S00129434,152,20,1,130,1,0,0,0,0
S00129435,131,29,0,96,0,1,1,0,4
S00129436,110,11,0,97,1,0,0,1,0
S00129437,128,12,1,106,1,2,2,0,4
S00129438,105,5,2,94,0,0,0,0,4
S00129439,131,22,3,97,2,0,1,0,6
S00129440,89,5,0,82,0,0,0,0,2
S00129441,105,14,4,80,2,0,1,0,4
S00129442,127,9,2,109,0,0,5,2,0
